Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
54938911600,54938911600,Partisan militancy in Super 8: The media policy of the Mexican Worker's Party,"Mantecón, Á.V.",1.0,54938911600,2020.0,2020-01-01,Studies in Spanish and Latin American Cinemas,17,2,289-305,-,ISSN-20504837,21100817622.0,Journal,Intellect Ltd.,Spanish,0.27,78,0.8,12,0.112,47,0.49,7.0,1.0,0.39,2.55,74.0,53.0,0.0,0.0,"Mantecón, Á.V. (2020).Partisan militancy in Super 8: The media policy of the Mexican Worker's Party. Studies in Spanish and Latin American Cinemas,17(2) 289-305",https://www.scopus.com/record/display.url?eid=2-s2.0-85092579403&origin=resultslist,10.1386/SLAC_00023_1,Article,,2-s2.0-85092579403,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,505016| 505017,Academic,2.0,60023193| 60025626,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma del Estado de Morelos,-,-,54938911600,54938911600,Mexico,1.0,1213| 3315| 3316,Visual Arts and Performing Arts| Communication| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,136| 311,Performing Arts| Communication & Media Studies,33| 40,Arts and Humanities| Social Sciences,47,"Language, Communication And Culture",4703| 4701,Language studies| Communication and media studies,-,Cultural Narratives of Gender and Genre in Media,1384,10.791,Cinematic Narratives of War and Politics,41747,23.261,Very Good,2020.0,1.0,N/A,"Mantecón, Á.V.",Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,Mexico,0
