Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57220954103,57220954103,Body condition index in breeding black iguana females (Ctenosaura pectinata) in captivity,"Arcos-García, J.L.| Ordaz, J.N.| Grajales, J.G.| Zozaya, R.P.R.| Romero, H.S.| Pozos, R.L.",6.0,14053681900| 57220957599| 55383534800| 57220954103| 54380626700| 57220958838,2020.0,2020-01-01,Revista de la Facultad de Ciencias Agrarias,52,2,349-359,-,ISSN-03704661,19600161819.0,Journal,Universidad Nacional de Cuyo,English,0.86,40,1.3,63,0.283,60,0.05,3.0,4.0,0.0,10.1,58.0,78.0,0.0,0.0,"Arcos-García, J.L., Ordaz, J.N., Grajales, J.G. and 3 more (...) (2020).Body condition index in breeding black iguana females (Ctenosaura pectinata) in captivity. Revista de la Facultad de Ciencias Agrarias,52(2) 349-359",https://www.scopus.com/record/display.url?eid=2-s2.0-85097931706&origin=resultslist,-,Article,,2-s2.0-85097931706,-,Universidad del Mar| Universidad Autónoma Metropolitana,715579| 505017,Academic,2.0,60023058| 60010210,"Universidad del Mar, Puerto Ángel| Universidad Autónoma Metropolitana Unidad Xochimilco",14053681900,57220958838,14053681900,-,Mexico,1.0,1102| 1110,Agronomy and Crop Science| Plant Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3004| 3109| 3008,Crop and pasture production| Zoology| Horticultural production,-,Diversity and Conservation of Amphibian Species,317,46.109,Iguana Populations and Invasive Species Dynamics,62948,34.66,Defensible,2020.0,4.0,N/A,"Arcos-García, J.L.| Ordaz, J.N.| Grajales, J.G.| Zozaya, R.P.R.| Romero, H.S.| Pozos, R.L.",Universidad del Mar| Universidad Autónoma Metropolitana,Mexico,0
