Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57226326443,57226326443,Political Violence against Women in Mexico and Ecuador (2016-2019),"Alfonso, L.M.| Cárdenas, L.P.",2.0,57200038611| 57226326443,2021.0,2021-07-01,Colombia Internacional,107,-,113-137,-,ISSN-01215612,5800169849.0,Journal,"Universidad de los Andes, Colombia",Spanish,1.04,30,1.4,8,0.332,10,9.09,119.0,7.0,0.65,3.09,44.0,41.0,0.0,0.0,"Alfonso, L.M., Cárdenas, L.P. (2021).Political Violence against Women in Mexico and Ecuador (2016-2019). Colombia Internacional,107113-137",https://www.scopus.com/record/display.url?eid=2-s2.0-85111210727&origin=resultslist,10.7440/COLOMBIAINT107.2021.05,Article,Gold|Green,2-s2.0-85111210727,-,Universidad Autónoma Metropolitana| Universidad de Salamanca,505017| 312030,Academic,2.0,60025028| 60014923,Universidad de Salamanca| Universidad Autónoma Metropolitana,57200038611,57226326443,-,-,Spain| Mexico,2.0,1202| 3312| 3320,History| Sociology and Political Science| Political Science and International Relations,3| 1,Social Sciences & Management| Arts & Humanities,126| 340| 342,History| Politics & International Studies| Sociology,33| 40,Arts and Humanities| Social Sciences,44| 35,"Human Society| Commerce, Management, Tourism And Services",4404| 3507| 4408,"Development studies| Strategy, management and organisational behaviour| Political science",SDG 5| SDG 16,Public Administration and Gender Representation Dynamics,493,71.55,Gendered Violence and Harassment in Political Contexts,58468,72.584,Very Good,2021.0,7.0,N/A,"Alfonso, L.M.| Cárdenas, L.P.",Universidad Autónoma Metropolitana| Universidad de Salamanca,Spain| Mexico,0
