Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57204917387,57204917387,The “war on drugs”: Analysis of confrontations involving public forces 2006-2011,"Lajous, A.M.| Olvera, R.C.| Vadillo, J.J.R.",3.0,56251922200| 57204918258| 57204917387,2018.0,2018-01-01,Politica y Gobierno,25,2,379-402,-,ISSN-14051060,19600165500.0,Journal,Centro de Investigacion y Docencia Economicas A.C.,Spanish,1.5,12,1.2,37,0.535,27,0.64,12.0,10.0,0.61,4.94,41.0,42.0,0.0,0.0,"Lajous, A.M., Olvera, R.C., Vadillo, J.J.R. (2018).The “war on drugs”: Analysis of confrontations involving public forces 2006-2011. Politica y Gobierno,25(2) 379-402",https://www.scopus.com/record/display.url?eid=2-s2.0-85057787444&origin=resultslist,-,Article,,2-s2.0-85057787444,-,Universidad Autónoma Metropolitana| Centro de Investigacion y Docencia Economicas,505017| 703029,Academic,2.0,121763170| 60022321| 60010210,CIDE Región Centro (en sabático)| Centro de Investigación y Docencia Económicas| Universidad Autónoma Metropolitana Unidad Xochimilco,56251922200,57204917387,-,-,Mexico| United States,2.0,3320,Political Science and International Relations,3,Social Sciences & Management,340,Politics & International Studies,40,Social Sciences,44,Human Society,4408,Political science,-,Migration Dynamics and Socioeconomic Impacts,32,83.519,Violence and Governance in Mexico's Drug Trade,13729,86.033,Definitive,2018.0,10.0,N/A,"Lajous, A.M.| Olvera, R.C.| Vadillo, J.J.R.",Universidad Autónoma Metropolitana| Centro de Investigacion y Docencia Economicas,Mexico| United States,0
