Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58655831200,58655831200,Extraction and characterization of type i collagen from scales of Mexican Biajaiba fish,"Lino-Sánchez, A.| González-Vélez, V.| Vélez, M.| Aguilar-Pliego, J.",4.0,58655831200| 6505935749| 7005904406| 56013754600,2023.0,2023-01-01,Open Chemistry,21,1,-,20230134,ISSN-23915420,21100384025.0,Journal,Walter de Gruyter GmbH,English,0.71,46,3.8,46,0.363,53,0.4,8.0,5.0,0.37,13.45,38.0,56.0,0.0,0.0,"Lino-Sánchez, A., González-Vélez, V., Vélez, M. and 1 more (...) (2023).Extraction and characterization of type i collagen from scales of Mexican Biajaiba fish. Open Chemistry,21(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85174494166&origin=resultslist,10.1515/chem-2023-0134,Article,Gold|Green,2-s2.0-85174494166,-,CSIC| CSIC - Institute of Catalysis and Petrochemistry| Universidad Autónoma Metropolitana,312004| 715433| 505017,Government| Academic,3.0,60023193| 60021246,Universidad Autónoma Metropolitana - Azcapotzalco| CSIC - Instituto de Catálisis y Petroleoquímica (ICP),58655831200,56013754600,56013754600,-,Spain| Mexico,2.0,1600| 2505,General Chemistry| Materials Chemistry,4,Natural Sciences,433| 409,Materials Science| Chemistry,36| 37,Engineering| Physical Sciences,34| 40| 30,"Chemical Sciences| Engineering| Agricultural, Veterinary And Food Sciences",4004| 3401| 3006,Chemical engineering| Analytical chemistry| Food sciences,-,Nanofibers and Their Multifunctional Applications,176,94.048,Collagen Applications in Tissue Engineering and Healing,3384,98.569,Definitive,2023.0,5.0,N/A,"Lino-Sánchez, A.| González-Vélez, V.| Vélez, M.| Aguilar-Pliego, J.",CSIC| CSIC - Institute of Catalysis and Petrochemistry| Universidad Autónoma Metropolitana,Spain| Mexico,0
