Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57973003000,57973003000,"Past, Present and Future of World Socialism","Dieterich, H.",1.0,57973003000,2018.0,2018-01-01,International Critical Thought,8,1,1-27,-,ISSN-21598312,21101116672.0,Journal,Taylor and Francis Ltd.,English,0.48,66,-,-,-,-,0.0,5.0,2.0,0.0,4.52,68.0,74.0,0.0,0.0,"Dieterich, H. (2018).Past, Present and Future of World Socialism. International Critical Thought,8(1) 1-27",https://www.scopus.com/record/display.url?eid=2-s2.0-85125755348&origin=resultslist,10.1080/21598282.2018.1413901,Article,,2-s2.0-85125755348,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57973003000,57973003000,Mexico,1.0,3301| 3312| 3316| 3320,Social Sciences (miscellaneous)| Sociology and Political Science| Cultural Studies| Political Science and International Relations,3,Social Sciences & Management,342| 311| 340,Sociology| Communication & Media Studies| Politics & International Studies,40,Social Sciences,-,-,-,-,SDG 16,Dynamics of European Foreign Policy and Democracy,1390,3.597,Germany's Cold War Foreign Policy Dynamics,17960,29.632,Very Good,2018.0,2.0,N/A,"Dieterich, H.",Universidad Autónoma Metropolitana,Mexico,0
