Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57221702974,57221702974,"Comparative dissolution studies of warfarin sodium tablets: Influence of agitation rate, dissolution medium, and USP apparatus","Lopez, J.R.M.| Roman, L.D.M.| Jimenez, J.M.C.| Ruiz-Segura, J.C.",4.0,55455551200| 57221702974| 57221701188| 55939935300,2021.0,2021-01-01,International Journal of Applied Pharmaceutics,13,1,117-123,-,ISSN-09757058,19900192174.0,Journal,Innovare Academics Sciences Pvt. Ltd,English,0.54,61,1.5,58,0.195,59,0.74,17.0,0.0,0.0,10.91,82.0,79.0,0.0,0.0,"Lopez, J.R.M., Roman, L.D.M., Jimenez, J.M.C. and 1 more (...) (2021).Comparative dissolution studies of warfarin sodium tablets: Influence of agitation rate, dissolution medium, and USP apparatus. International Journal of Applied Pharmaceutics,13(1) 117-123",https://www.scopus.com/record/display.url?eid=2-s2.0-85099816519&origin=resultslist,10.22159/ijap.2021v13i1.39842,Article,Gold,2-s2.0-85099816519,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,55455551200,55939935300,55455551200,-,Mexico,1.0,3003,Pharmaceutical Science,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,3203| 4208| 3214,"Dentistry| Traditional, complementary and integrative medicine| Pharmacology and pharmaceutical sciences",-,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Dissolution Testing Methods for Pharmaceutical Products,20996,69.94,Very Good,2021.0,0.0,N/A,"Lopez, J.R.M.| Roman, L.D.M.| Jimenez, J.M.C.| Ruiz-Segura, J.C.",Universidad Autónoma Metropolitana,Mexico,0
