Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57209825615,57209825615,A note on spanning trees with a specified degree sequence,"Martínez-Cuero, M.E.| Rivera-Campo, E.",2.0,57209825615| 6603374103,2020.0,2020-07-01,Boletin de la Sociedad Matematica Mexicana,26,2,241-245,-,ISSN-1405213X,65749.0,Journal,Birkhauser,English,0.57,59,1,61,0.286,68,1.23,19.0,0.0,0.0,4.32,83.0,78.0,0.0,0.0,"Martínez-Cuero, M.E., Rivera-Campo, E. (2020).A note on spanning trees with a specified degree sequence. Boletin de la Sociedad Matematica Mexicana,26(2) 241-245",https://www.scopus.com/record/display.url?eid=2-s2.0-85068821543&origin=resultslist,10.1007/s40590-019-00250-6,Article,Green,2-s2.0-85068821543,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57209825615,6603374103,57209825615,-,Mexico,1.0,2600,General Mathematics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49,Mathematical Sciences,4904| 4901,Pure mathematics| Applied mathematics,-,Graph Theory and Optimization in Computational Geometry,71,50.687,Hamiltonian Properties in Graph Connectivity and Structure,9978,58.045,Definitive,2020.0,0.0,N/A,"Martínez-Cuero, M.E.| Rivera-Campo, E.",Universidad Autónoma Metropolitana,Mexico,0
