Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57394795800,57394795800,"Data activism versus algorithmic control. New governance models, old asymmetries","Domínguez, P.S.| Gordo López, Á.J.",2.0,57394795800| 8282613300,2019.0,2019-01-01,IC Revista Cientifica de Informacion y Comunicacion,-,16,157-182,-,ISSN-16962508,21100805737.0,Journal,Departamento de Periodismo I de la Universidad de Sevilla.,Spanish,0.13,88,0.2,65,0.116,60,0.27,16.0,2.0,0.24,4.11,67.0,62.0,0.0,0.0,"Domínguez, P.S., Gordo López, Á.J. (2019).Data activism versus algorithmic control. New governance models, old asymmetries. IC Revista Cientifica de Informacion y Comunicacion,(16) 157-182",https://www.scopus.com/record/display.url?eid=2-s2.0-85108616946&origin=resultslist,10.12795/IC.2019.I16.04,Article,Hybrid gold|Green,2-s2.0-85108616946,-,Universidad Autónoma Metropolitana| Complutense University,505017| 312012,Academic,2.0,60014923| 60027282,Universidad Autónoma Metropolitana| Universidad Complutense de Madrid,57394795800,8282613300,-,-,Mexico| Spain,2.0,3309| 3310| 3315| 3316,Library and Information Sciences| Linguistics and Language| Communication| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,130| 311| 329,Linguistics| Communication & Media Studies| Library & Information Management,40| 33,Social Sciences| Arts and Humanities,47,"Language, Communication And Culture",4701,Communication and media studies,-,Digital Forensics and Cybersecurity in Social Media,994,79.333,Dark Web Commerce and Anonymity Dynamics,27483,92.33,Defensible,2019.0,2.0,N/A,"Domínguez, P.S.| Gordo López, Á.J.",Universidad Autónoma Metropolitana| Complutense University,Mexico| Spain,0
