Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
35753000800,35753000800,"New data about a Kimmeridgian larger foraminiferal assemblage from a section cropping out NW of Los Reyes Metzontla, Puebla, Mexico","Omaña, L.| Hernández-Láscares, D.| Buitrón, B.E.| Nuñez-Useche, F.",4.0,8688871500| 35753000800| 59177774700| 55370073800,2024.0,2024-01-01,Revista Mexicana de Ciencias Geologicas,41,2,179-188,-,ISSN-10268774,4400151728.0,Journal,Centro de Geociencias,English,0.6,56,1.3,71,0.218,75,0.86,8.0,0.0,0.0,5.01,70.0,70.0,0.0,0.0,"Omaña, L., Hernández-Láscares, D., Buitrón, B.E. and 1 more (...) (2024).New data about a Kimmeridgian larger foraminiferal assemblage from a section cropping out NW of Los Reyes Metzontla, Puebla, Mexico. Revista Mexicana de Ciencias Geologicas,41(2) 179-188",https://www.scopus.com/record/display.url?eid=2-s2.0-85201416277&origin=resultslist,10.22201/cgeo.20072902e.2024.2.1786,Article,Gold|Green,2-s2.0-85201416277,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60014923| 60028381,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,8688871500,55370073800,-,-,Mexico,1.0,1907,Geology,4,Natural Sciences,247| 416| 450,Engineering - Mineral & Mining| Earth & Marine Sciences| Geology,37,Physical Sciences,37,Earth Sciences,3705,Geology,-,Biostratigraphy and Climate Change in Eocene Records,866,25.572,Jurassic Foraminifera and Carbonate Platform Dynamics,75426,41.623,Definitive,2024.0,0.0,N/A,"Omaña, L.| Hernández-Láscares, D.| Buitrón, B.E.| Nuñez-Useche, F.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
