Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57202606097,57202606097,Free-energy model for nanoparticle self-assembly by liquid crystal sorting,"Atzin, N.| Guzmán, O.| Gutiérrez, O.| Hirst, L.S.| Ghosh, S.",5.0,57202599878| 57205894680| 57202606097| 7006308437| 55478989500,2018.0,2018-06-15,Physical Review E,97,6,-,062704,ISSN-24700045,21100855841.0,Journal,American Physical Society,English,1.26,19,4.3,7,0.992,18,0.9,17.0,14.0,0.63,7.91,34.0,41.0,0.0,0.0,"Atzin, N., Guzmán, O., Gutiérrez, O. and 2 more (...) (2018).Free-energy model for nanoparticle self-assembly by liquid crystal sorting. Physical Review E,97(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048884499&origin=resultslist,10.1103/PhysRevE.97.062704,Article,,2-s2.0-85048884499,30011549,Universidad Autónoma Metropolitana| University of California Merced,505017| 508727,Academic,2.0,60028381| 60009164,Universidad Autónoma Metropolitana -Unidad Iztapalapa| UC Merced,57202599878,55478989500,-,-,Mexico| United States,2.0,2613| 3104| 3109,Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics,4| 2,Natural Sciences| Engineering & Technology,431| 344| 439| 213,Mathematics| Statistics & Operational Research| Physics & Astronomy| Data Science,37,Physical Sciences,40| 51| 49,Engineering| Physical Sciences| Mathematical Sciences,-,-,-,Liquid Crystal Innovations in Optical Applications,165,61.871,Defect Dynamics in Liquid Crystal Structures,5465,91.39,Very Good,2018.0,14.0,N/A,"Atzin, N.| Guzmán, O.| Gutiérrez, O.| Hirst, L.S.| Ghosh, S.",Universidad Autónoma Metropolitana| University of California Merced,Mexico| United States,0
