Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57190048295,57190048295,"Social Movement, Territory and Memory in la Malinche, Mexico City","Portal, M.A.",1.0,57190048295,2016.0,2016-01-01,Perspectives on Global Development and Technology,15,3,350-360,-,ISSN-15691500,25234.0,Journal,Brill Academic Publishers,English,0.32,76,0.4,68,0.158,73,0.53,16.0,0.0,0.0,5.91,81.0,71.0,0.0,0.0,"Portal, M.A. (2016).Social Movement, Territory and Memory in la Malinche, Mexico City. Perspectives on Global Development and Technology,15(3) 350-360",https://www.scopus.com/record/display.url?eid=2-s2.0-84976875383&origin=resultslist,10.1163/15691497-12341394,Article,,2-s2.0-84976875383,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,57190048295,57190048295,Mexico,1.0,3301| 3303| 3304| 3305| 3306,"Social Sciences (miscellaneous)| Development| Education| Geography, Planning and Development| Health (social science)",3,Social Sciences & Management,425| 318| 315,Geography| Education & Training| Development Studies,41| 40,Education Studies| Social Sciences,44,Human Society,4408| 4404,Political science| Development studies,SDG 9| SDG 11,Intimate Partner Violence and Its Impacts,478,79.791,Femicide and Gender-Based Violence Dynamics,28609,74.519,Defensible,2016.0,0.0,N/A,"Portal, M.A.",Universidad Autónoma Metropolitana,Mexico,0
