Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57215325120,57215325120,Industrial design for the competitive strengthening of manufacturing SMEs in Chile,"Castro, J.A.| Navarro, M.V.F.",2.0,55946391100| 57215325120,2020.0,2020-05-01,Interciencia,45,5,235-240,-,ISSN-03781844,22962.0,Journal,Interciencia Association,Spanish,0.4,70,0.8,60,0.171,65,4.49,154.0,0.0,0.0,23.0,83.0,78.0,0.0,0.0,"Castro, J.A., Navarro, M.V.F. (2020).Industrial design for the competitive strengthening of manufacturing SMEs in Chile. Interciencia,45(5) 235-240",https://www.scopus.com/record/display.url?eid=2-s2.0-85086262084&origin=resultslist,-,Article,,2-s2.0-85086262084,-,Universidad Autónoma Metropolitana| Polytechnic University of Catalonia,505017| 312051,Academic,2.0,121636559| 60007592| 60014923,Departamento de Arte y Tecnologías del Diseño| Universitat Politècnica de Catalunya| Universidad Autónoma Metropolitana,55946391100,57215325120,55946391100,-,Chile| Mexico| Spain,3.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,SDG 9,Influence of Brand Equity on Consumer Behavior,755,95.618,Innovative Product Design and Consumer Engagement,9109,78.519,Defensible,2020.0,0.0,N/A,"Castro, J.A.| Navarro, M.V.F.",Universidad Autónoma Metropolitana| Polytechnic University of Catalonia,Chile| Mexico| Spain,0
