Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57205226033,57205226033,The current urban shape of metropolitan areas in Mexico: Indicators and morphological dimensions,"Arellano, S.G.| Corona, A.H.L.",2.0,57205219517| 57205226033,2019.0,2019-01-01,Estudios Demograficos y Urbanos,34,1,11-42,-,ISSN-01867210,26808.0,Journal,"Colegio de Mexico, A.C., Departamento de Publicaciones",Spanish,0.54,62,0.5,58,0.181,57,1.23,45.0,16.0,1.46,7.52,30.0,19.0,0.0,1.0,"Arellano, S.G., Corona, A.H.L. (2019).The current urban shape of metropolitan areas in Mexico: Indicators and morphological dimensions. Estudios Demograficos y Urbanos,34(1) 11-42",https://www.scopus.com/record/display.url?eid=2-s2.0-85059140312&origin=resultslist,10.24201/edu.v34i1.1799,Article,Gold|Green,2-s2.0-85059140312,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,57205219517,57205226033,-,-,Mexico,1.0,3317| 3322,Demography| Urban Studies,3,Social Sciences & Management,342| 106| 425,Sociology| Architecture| Geography,40,Social Sciences,44| 38,Human Society| Economics,3801| 4403| 3899,Applied economics| Demography| Other economics,SDG 11,Financialization and Land Rights in Urban Development,1402,35.579,Urban Segregation and Social Dynamics in Chile,6514,82.55,Very Good,2019.0,16.0,N/A,"Arellano, S.G.| Corona, A.H.L.",Universidad Autónoma Metropolitana,Mexico,0
