Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57219030715,57219030715,Predicting consumers engagement on Facebook based on what and how companies write,"Rosas-Quezada, É.S.| Ramírez-De-La-Rosa, G.| Villatoro-Tello, E.",3.0,57219030715| 36473684500| 15043373400,2020.0,2020-01-01,Journal of Intelligent and Fuzzy Systems,39,2,2365-2377,-,ISSN-10641246,23917.0,Journal,IOS Press BV,English,0.68,52,2.8,26,0.331,42,1.19,49.0,3.0,0.1,10.09,62.0,73.0,0.0,0.0,"Rosas-Quezada, É.S., Ramírez-De-La-Rosa, G., Villatoro-Tello, E. (2020).Predicting consumers engagement on Facebook based on what and how companies write. Journal of Intelligent and Fuzzy Systems,39(2) 2365-2377",https://www.scopus.com/record/display.url?eid=2-s2.0-85091108889&origin=resultslist,10.3233/JIFS-179897,Article,,2-s2.0-85091108889,-,Universidad Autónoma Metropolitana| IDIAP Research Institute,505017| 306024,Academic,2.0,60024080| 60030109,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Institut Dalle Molle D'intelligence Artificielle Perceptive,57219030715,15043373400,15043373400,-,Mexico| Switzerland,2.0,1702| 2200| 2613,Artificial Intelligence| General Engineering| Statistics and Probability,2| 4,Engineering & Technology| Natural Sciences,213| 212| 431| 344,Data Science| Computer Science & Information Systems| Mathematics| Statistics & Operational Research,37| 38| 36,Physical Sciences| Computer Science| Engineering,46,Information And Computing Sciences,4602| 4611,Artificial intelligence| Machine learning,-,Influence of Technology on Consumer Behavior,86,99.411,Consumer Engagement in Social Media Marketing,888,99.877,Very Good,2020.0,3.0,N/A,"Rosas-Quezada, É.S.| Ramírez-De-La-Rosa, G.| Villatoro-Tello, E.",Universidad Autónoma Metropolitana| IDIAP Research Institute,Mexico| Switzerland,0
