Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59004838100,59004838100,Semi-Solid Slurries for Rheocasting of Hypoeutectic Al-Si-X Alloys Produced by Self-Stirring in Serpentine Channels,"Alfredo, H.| José Federico, C.| Aldo, H.| Miguel Ángel, S.",4.0,59004431700| 57200691624| 57215674770| 59004838100,2024.0,2024-04-01,Metals,14,4,-,413,ISSN-20754701,21100399731.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.99,30,5.3,22,0.586,27,0.7,10.0,1.0,0.12,8.0,56.0,68.0,0.0,0.0,"Alfredo, H., José Federico, C., Aldo, H. and 1 more (...) (2024).Semi-Solid Slurries for Rheocasting of Hypoeutectic Al-Si-X Alloys Produced by Self-Stirring in Serpentine Channels. Metals,14(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85191422662&origin=resultslist,10.3390/met14040413,Article,Gold|Green,2-s2.0-85191422662,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 131197888| 114600666| 60014923,Instituto Politécnico Nacional| TECNM Tecnológico de Estudios Superiores de Coacalco| Universidad Politécnica del Valle de México| Universidad Autónoma Metropolitana,59004431700,59004838100,59004431700,-,Mexico,1.0,2500| 2506,General Materials Science| Metals and Alloys,2| 4,Engineering & Technology| Natural Sciences,433,Materials Science,36,Engineering,40,Engineering,4016| 4019,Materials engineering| Resources engineering and extractive metallurgy,SDG 7,Solidification Dynamics in Aluminum Silicon Alloys,435,50.36,Microstructural Innovations in Semisolid Aluminum Alloys,1076,86.52,Definitive,2024.0,1.0,N/A,"Alfredo, H.| José Federico, C.| Aldo, H.| Miguel Ángel, S.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
