Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57367410900,57367410900,Development and validation of an equation to predict total energy expenditure in a sample of Mexican adults,"Hernández, L.O.| Guzmán, C.I.A.| Bolaños, R.A.M.| Solís, R.L.| Espinosa, M.T.",5.0,56445595700| 57194898513| 57367410900| 57367828100| 57367617100,2021.0,2021-09-01,Nutricion Clinica y Dietetica Hospitalaria,41,3,89-96,-,ISSN-02116057,57692.0,Journal,Sociedad espanola de dietetica,English,0.18,84,0.7,79,0.139,89,0.14,3.0,0.0,0.0,10.71,82.0,79.0,0.0,0.0,"Hernández, L.O., Guzmán, C.I.A., Bolaños, R.A.M. and 2 more (...) (2021).Development and validation of an equation to predict total energy expenditure in a sample of Mexican adults. Nutricion Clinica y Dietetica Hospitalaria,41(3) 89-96",https://www.scopus.com/record/display.url?eid=2-s2.0-85120876504&origin=resultslist,10.12873/413ortiz,Article,Hybrid gold,2-s2.0-85120876504,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 60014923,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana,56445595700,57367617100,56445595700,-,Mexico,1.0,2701| 2916,Medicine (miscellaneous)| Nutrition and Dietetics,5,Life Sciences & Medicine,532| 534,Medicine| Nursing,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,3210| 4206| 3213,Nutrition and dietetics| Public health| Paediatrics,-,Nutrition and Quality of Life in Cancer Care,177,81.622,Energy Expenditure and Metabolic Rate Insights,7490,84.946,Very Good,2021.0,0.0,N/A,"Hernández, L.O.| Guzmán, C.I.A.| Bolaños, R.A.M.| Solís, R.L.| Espinosa, M.T.",Universidad Autónoma Metropolitana,Mexico,0
