Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55989808600,55989808600,"Playing peripatos: Creativity and abductive inference in religion, art and war","Mandoki, K.",1.0,55989808600,2019.0,2019-09-01,Semiotica,2019,230,369-387,-,ISSN-00371998,5700153989.0,Journal,De Gruyter Mouton,English,0.38,74,0.4,17,0.231,7,1.1,16.0,0.0,0.0,1.55,82.0,75.0,0.0,0.0,"Mandoki, K. (2019).Playing peripatos: Creativity and abductive inference in religion, art and war. Semiotica,2019(230) 369-387",https://www.scopus.com/record/display.url?eid=2-s2.0-85073765325&origin=resultslist,10.1515/sem-2017-0161,Article,,2-s2.0-85073765325,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,55989808600,55989808600,Mexico,1.0,1203| 1208| 3310,Language and Linguistics| Literature and Literary Theory| Linguistics and Language,1,Arts & Humanities,123| 130,English Language & Literature| Linguistics,33,Arts and Humanities,50| 47,"Philosophy And Religious Studies| Language, Communication And Culture",5003| 4704,Philosophy| Linguistics,-,Philosophical Foundations of Aesthetic Democracy,1145,12.165,Sign Systems and Human Responsibility in Semioethics,18343,39.919,Defensible,2019.0,0.0,N/A,"Mandoki, K.",Universidad Autónoma Metropolitana,Mexico,0
