Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
6506618421,6506618421,Structural behaviour of lattice transmission towers subjected to wind load,"Edgar, T.-H.| Sordo, E.",2.0,56626069100| 6506618421,2017.0,2017-11-02,Structure and Infrastructure Engineering,13,11,1462-1475,-,ISSN-15732479,10600153366.0,Journal,Taylor and Francis Ltd.,English,1.52,12,3.7,15,0.862,20,1.72,53.0,34.0,1.4,8.59,17.0,20.0,0.0,2.0,"Edgar, T.-H., Sordo, E. (2017).Structural behaviour of lattice transmission towers subjected to wind load. Structure and Infrastructure Engineering,13(11) 1462-1475",https://www.scopus.com/record/display.url?eid=2-s2.0-85013131138&origin=resultslist,10.1080/15732479.2017.1290120,Article,,2-s2.0-85013131138,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 60112837,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana-Lerma,56626069100,6506618421,56626069100,-,Mexico,1.0,1909| 2205| 2210| 2212| 2213| 2215,"Geotechnical Engineering and Engineering Geology| Civil and Structural Engineering| Mechanical Engineering| Ocean Engineering| Safety, Risk, Reliability and Quality| Building and Construction",2| 4,Engineering & Technology| Natural Sciences,106| 222| 450| 416| 220| 247| 249| 451,Architecture| Engineering - Mechanical| Geology| Earth & Marine Sciences| Engineering - Civil & Structural| Engineering - Mineral & Mining| Engineering - Petroleum| Geophysics,36| 37,Engineering| Physical Sciences,40,Engineering,4005,Civil engineering,-,Vortex Induced Vibration in Fluid-Structure Systems,430,64.944,Wind Load Dynamics on Transmission Structures,12926,91.588,Very Good,2017.0,34.0,N/A,"Edgar, T.-H.| Sordo, E.",Universidad Autónoma Metropolitana,Mexico,0
