Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
30567725500,30567725500,Disarming the pathogen,"Pérez-Morales, D.| Bustamante, V.H.",2.0,30567725500| 55992500400,2023.0,2023-01-01,Nature Chemical Biology,19,1,5-6,-,ISSN-15524450,4000148205.0,Journal,Nature Research,English,2.37,4,23.9,4,5.558,4,0.24,7.0,0.0,0.0,11.76,77.0,77.0,0.0,0.0,"Pérez-Morales, D., Bustamante, V.H. (2023).Disarming the pathogen. Nature Chemical Biology,19(1) 5-6",https://www.scopus.com/record/display.url?eid=2-s2.0-85139102309&origin=resultslist,10.1038/s41589-022-01133-0,Article,,2-s2.0-85139102309,36175660,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60024080| 60011300| 60032442,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Instituto de Biotecnología de la UNAM| Universidad Nacional Autónoma de México,30567725500,55992500400,55992500400,-,Mexico,1.0,1307| 1312,Cell Biology| Molecular Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31| 34,Biological Sciences| Chemical Sciences,3101| 3404,Biochemistry and cell biology| Medicinal and biomolecular chemistry,-,Resistance Mechanisms in Salmonella and Campylobacter Infections,230,58.797,Salmonella Pathogenesis and Host Interaction Mechanisms,2375,94.981,Defensible,2023.0,0.0,N/A,"Pérez-Morales, D.| Bustamante, V.H.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
