Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57755976300,57755976300,On Composite Odd Numbers k for Which 2nk is a Noncototient for All Positive Integers n,"González, M.J.| Mendoza, A.| Luca, F.| Huguet, V.J.M.",4.0,56498287700| 16407668800| 57192899403| 57755976300,2021.0,2021-01-01,Journal of Integer Sequences,24,9,-,21.9.6,ISSN-15307638,23914.0,Journal,University of Waterloo,English,0.87,40,0.8,76,0.53,47,0.12,1.0,0.0,0.0,3.27,82.0,79.0,0.0,0.0,"González, M.J., Mendoza, A., Luca, F. and 1 more (...) (2021).On Composite Odd Numbers k for Which 2nk is a Noncototient for All Positive Integers n. Journal of Integer Sequences,24(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85132431595&origin=resultslist,-,Article,,2-s2.0-85132431595,-,Universidad Simón Bolívar| Universidad Autónoma Metropolitana| University of the Witwatersrand| King Abdulaziz University,607005| 505017| 115011| 409001,Academic,4.0,60026438| 60016218| 60004582| 60023193,"Universidad Simón Bolívar| University of the Witwatersrand, Johannesburg| King Abdulaziz University| Universidad Autónoma Metropolitana - Azcapotzalco",56498287700,57755976300,-,-,Mexico| Saudi Arabia| South Africa| Venezuela,4.0,2607,Discrete Mathematics and Combinatorics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49,Mathematical Sciences,4904| 4901,Pure mathematics| Applied mathematics,-,Connections Between Modular Forms and Number Theory,1190,6.54,Integer Sequences and Covering Systems in Number Theory,74617,40.048,Defensible,2021.0,0.0,N/A,"González, M.J.| Mendoza, A.| Luca, F.| Huguet, V.J.M.",Universidad Simón Bolívar| Universidad Autónoma Metropolitana| University of the Witwatersrand| King Abdulaziz University,Mexico| Saudi Arabia| South Africa| Venezuela,0
