Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57194076063,57194076063,Detection of trees damaged by pests in Abies religiosa forests in the Monarch Butterfly Biosphere Reserve using infrared aerial photography,"Valenzuela Pablo, L.| Jose, L.-G.",2.0,57194076063| 55989719000,2017.0,2017-04-01,Investigaciones Geograficas,2017,92,1-2,-,ISSN-01884611,13236.0,Journal,Instituto de Geografia,English| Spanish,0.85,38,0.5,71,0.246,58,2.23,85.0,3.0,0.0,8.74,62.0,72.0,0.0,1.0,"Valenzuela Pablo, L., Jose, L.-G. (2017).Detection of trees damaged by pests in Abies religiosa forests in the Monarch Butterfly Biosphere Reserve using infrared aerial photography. Investigaciones Geograficas,2017(92) 1-2",https://www.scopus.com/record/display.url?eid=2-s2.0-85018624611&origin=resultslist,10.14350/rig.52339,Article,Gold|Green,2-s2.0-85018624611,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60010210| 60032442,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México,57194076063,55989719000,-,-,Mexico| United States,2.0,1900| 3305,"General Earth and Planetary Sciences| Geography, Planning and Development",3| 4| 2,Social Sciences & Management| Natural Sciences| Engineering & Technology,416| 249| 450| 425| 451,Earth & Marine Sciences| Engineering - Petroleum| Geology| Geography| Geophysics,37| 40,Physical Sciences| Social Sciences,37| 44,Earth Sciences| Human Society,4406| 3709,Human geography| Physical geography and environmental geoscience,SDG 8| SDG 12| SDG 15,Diversity and Interactions in Forest Ecosystems,357,79.856,Diversity and Structure of Mexican Tropical Flora,15140,53.546,Very Good,2017.0,3.0,N/A,"Valenzuela Pablo, L.| Jose, L.-G.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico| United States,0
