Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56749156900,56749156900,The double bind of racialization: Between blackness and indianness in the Mexico-United States border,"Escobar, R.G.M.D.",1.0,56749156900,2022.0,2022-01-01,Revista Colombiana de Antropologia,58,2,142-163,-,ISSN-04866525,20000195045.0,Journal,Instituto Colombiano de Antropologia e Historia,Spanish,0.53,61,0.7,23,0.282,13,0.18,3.0,0.0,0.0,2.58,81.0,80.0,0.0,0.0,"Escobar, R.G.M.D. (2022).The double bind of racialization: Between blackness and indianness in the Mexico-United States border. Revista Colombiana de Antropologia,58(2) 142-163",https://www.scopus.com/record/display.url?eid=2-s2.0-85131813086&origin=resultslist,10.22380/2539472X.2071,Article,Gold|Green,2-s2.0-85131813086,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,56749156900,56749156900,Mexico,1.0,1202| 1204| 3314| 3316,History| Archeology (arts and humanities)| Anthropology| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,105| 311| 304| 126,Archaeology| Communication & Media Studies| Anthropology| History,40| 33,Social Sciences| Arts and Humanities,44| 43,"Human Society| History, Heritage And Archaeology",4404| 4401| 4301,Development studies| Anthropology| Archaeology,-,Cultural Identity and Racial Dynamics in Brazil,1414,7.914,Racial Dynamics and Social Inequality in Brazil,6367,80.21,Defensible,2022.0,0.0,N/A,"Escobar, R.G.M.D.",Universidad Autónoma Metropolitana,Mexico,0
