Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
6504730193,6504730193,Condiciones institucionales del trabajo colaborativo como estrategia de cambio del sistema educativo,"Rodall, C.A.S.",1.0,6504730193,2016.0,2016-07-01,Perfiles Educativos,38,153,154-167,-,ISSN-01852698,19400158901.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.45,66,0.3,85,0.219,70,1.7,80.0,1.0,0.0,4.77,73.0,71.0,0.0,0.0,"Rodall, C.A.S. (2016).Condiciones institucionales del trabajo colaborativo como estrategia de cambio del sistema educativo. Perfiles Educativos,38(153) 154-167",https://www.scopus.com/record/display.url?eid=2-s2.0-85019954276&origin=resultslist,-,Article,,2-s2.0-85019954276,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,-,-,6504730193,6504730193,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39,Education,3999| 3902| 3903,"Other education| Education policy, sociology and philosophy| Education systems",SDG 4,Transformative Approaches in Teacher Professional Development,180,84.434,Incentives and Performance in Educational Systems,31000,44.809,Defensible,2016.0,1.0,N/A,"Rodall, C.A.S.",Universidad Autónoma Metropolitana,Mexico,0
