Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57217331275,57217331275,Greek crisis and financial fragility in minsky´s instability hypothesis,"Escobar, A.A.R.| Bernal, C.A.R.",2.0,57217331275| 57211115294,2020.0,2020-01-01,Revista Galega de Economia,29,1,1-18,6609,ISSN-11322799,26283.0,Journal,Universidade de Santiago de Compostela,Spanish,0.52,63,0.4,88,0.159,86,0.98,46.0,1.0,0.1,10.38,74.0,73.0,0.0,0.0,"Escobar, A.A.R., Bernal, C.A.R. (2020).Greek crisis and financial fragility in minsky´s instability hypothesis. Revista Galega de Economia,29(1) 1-18",https://www.scopus.com/record/display.url?eid=2-s2.0-85087093738&origin=resultslist,10.15304/rge.29.1.6609,Article,Gold|Green,2-s2.0-85087093738,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57217331275,57211115294,57211115294,-,Mexico,1.0,1400| 1406| 1407| 2002| 2003| 3303| 3317,"General Business,Management and Accounting| Marketing| Organizational Behavior and Human Resource Management| Economics and Econometrics| Finance| Development| Demography",3,Social Sciences & Management,342| 301| 308| 425| 335| 315| 317,Sociology| Accounting & Finance| Business & Management Studies| Geography| Marketing| Development Studies| Economics & Econometrics,35| 40,Business and Economics| Social Sciences,38,Economics,3801| 3802| 3803,Applied economics| Econometrics| Economic theory,SDG 10,Economic Growth and Structural Change in Development,665,57.227,Brazilian Economic Policies and Social Dynamics,38103,40.138,Very Good,2020.0,1.0,N/A,"Escobar, A.A.R.| Bernal, C.A.R.",Universidad Autónoma Metropolitana,Mexico,0
