Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57205556153,57205556153,Preliminary Characterization of a Blue Pigment Extracted from “Cannon Ball” Jellyfish Stomolophus meleagris,"Lugo-Magaña, O.| García, X.G.| Barrientos, R.G.| Legarreta, I.G.",4.0,57205556153| 57205566027| 57193787987| 55989647900,2018.0,2018-11-01,Russian Journal of Marine Biology,44,6,477-483,-,ISSN-10630740,13617.0,Journal,Pleiades Publishing,English,0.47,67,0.8,81,0.253,73,0.73,18.0,3.0,0.24,8.25,63.0,62.0,0.0,0.0,"Lugo-Magaña, O., García, X.G., Barrientos, R.G. and 1 more (...) (2018).Preliminary Characterization of a Blue Pigment Extracted from “Cannon Ball” Jellyfish Stomolophus meleagris. Russian Journal of Marine Biology,44(6) 477-483",https://www.scopus.com/record/display.url?eid=2-s2.0-85060545865&origin=resultslist,10.1134/S1063074018060081,Article,,2-s2.0-85060545865,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 122026028,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Polytechnic University of,57205556153,55989647900,55989647900,-,Mexico,1.0,1104| 1910,Aquatic Science| Oceanography,5| 4,Life Sciences & Medicine| Natural Sciences,416| 450| 502,Earth & Marine Sciences| Geology| Agriculture & Forestry,37| 32,Physical Sciences| Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3109| 3005| 3103,Zoology| Fisheries sciences| Ecology,-,Coral Reefs and Marine Ecosystem Resilience,479,74.101,Jellyfish Dynamics and Ecosystem Interactions,3471,91.23,Very Good,2018.0,3.0,N/A,"Lugo-Magaña, O.| García, X.G.| Barrientos, R.G.| Legarreta, I.G.",Universidad Autónoma Metropolitana,Mexico,0
