Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57931852500,57931852500,Teacher’s performance evaluation at a Mexican public university,"Rodrigo, P.-B.| Angélica, B.-E.| Eduardo, P.-C.",3.0,57931852500| 57932412300| 35324436900,2021.0,2021-01-01,Revista de la Educacion Superior,50,200,25-46,-,ISSN-01852760,21100784205.0,Journal,Asociacion Nacional de Universidad e Instituciones de Educacion Superior,Spanish,0.83,42,0.9,69,0.211,75,0.56,21.0,2.0,0.25,7.9,66.0,63.0,0.0,0.0,"Rodrigo, P.-B., Angélica, B.-E., Eduardo, P.-C. (2021).Teacher’s performance evaluation at a Mexican public university. Revista de la Educacion Superior,50(200) 25-46",https://www.scopus.com/record/display.url?eid=2-s2.0-85140074426&origin=resultslist,10.36857/resu.2021.200.1888,Article,,2-s2.0-85140074426,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 60010210| 60024080,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57931852500,35324436900,-,-,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,40| 39,Engineering| Education,3903| 3902| 4010,"Education systems| Education policy, sociology and philosophy| Engineering practice and education",SDG 4,Transformative Approaches in Teacher Professional Development,180,84.434,Evaluation Models for Effective Teaching Practices,73133,19.002,Defensible,2021.0,2.0,N/A,"Rodrigo, P.-B.| Angélica, B.-E.| Eduardo, P.-C.",Universidad Autónoma Metropolitana,Mexico,0
