Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57194586301,57194586301,Geographic distribution and conservation of nine species of the genus Ferocactus (Cactaceae) in Mexico,"Ballesteros-Barrera, C.| Aguilar-Romero, O.| Zarate-Hernández, R.| Ballesteros-Tapia, L.",4.0,56002768400| 57015304900| 26428563900| 57194586301,2017.0,2017-01-01,Revista Fitotecnia Mexicana,40,2,131-140,-,ISSN-01877380,12300154905.0,Journal,Sociedad Mexicana de Fitogenetica,Spanish,0.55,60,0.4,82,0.192,76,1.27,37.0,4.0,0.13,7.45,58.0,67.0,0.0,0.0,"Ballesteros-Barrera, C., Aguilar-Romero, O., Zarate-Hernández, R. and 1 more (...) (2017).Geographic distribution and conservation of nine species of the genus Ferocactus (Cactaceae) in Mexico. Revista Fitotecnia Mexicana,40(2) 131-140",https://www.scopus.com/record/display.url?eid=2-s2.0-85021062464&origin=resultslist,-,Article,,2-s2.0-85021062464,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56002768400,57194586301,56002768400,-,Mexico,1.0,1102| 1108| 1110| 1311,Agronomy and Crop Science| Horticulture| Plant Science| Genetics,5,Life Sciences & Medicine,507| 502,Biological Sciences| Agriculture & Forestry,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3108| 3008| 3004,Plant biology| Horticultural production| Crop and pasture production,SDG 15,Climate Change Impacts on Species Distribution Models,1296,61.74,Climate Change Impacts on Species Distribution Models,179,99.664,Very Good,2017.0,4.0,N/A,"Ballesteros-Barrera, C.| Aguilar-Romero, O.| Zarate-Hernández, R.| Ballesteros-Tapia, L.",Universidad Autónoma Metropolitana,Mexico,0
