Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218892932,57218892932,The writing of the secretary: A female sentient exercise,"Thompson, P.",1.0,57218892932,2020.0,2020-01-01,Digithum,2020,25,1-8,-,ISSN-15752275,21100416319.0,Journal,Universitat Oberta de Catalunya,Spanish,1.15,25,0.7,18,0.159,60,0.25,8.0,1.0,0.26,3.81,74.0,61.0,0.0,0.0,"Thompson, P. (2020).The writing of the secretary: A female sentient exercise. Digithum,2020(25) 1-8",https://www.scopus.com/record/display.url?eid=2-s2.0-85090673508&origin=resultslist,10.7238/d.v0i25.3208,Article,Gold|Green,2-s2.0-85090673508,-,Universidad Autónoma Metropolitana| Centro de Investigacion y Docencia Economicas,505017| 703029,Academic,2.0,60022321| 60014923,Centro de Investigación y Docencia Económicas| Universidad Autónoma Metropolitana,-,-,57218892932,57218892932,Mexico,1.0,1200| 3300,General Arts and Humanities| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,-,-,33| 40,Arts and Humanities| Social Sciences,50| 44,Philosophy And Religious Studies| Human Society,5003| 5004| 4410,Philosophy| Religious studies| Sociology,SDG 5,"Intersections of Literature, Philosophy, and Visual Arts",1248,4.12,"Love, Gender, and Social Dynamics",30365,37.36,Very Good,2020.0,1.0,N/A,"Thompson, P.",Universidad Autónoma Metropolitana| Centro de Investigacion y Docencia Economicas,Mexico,0
