Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57995083100,57995083100,Diagnosis and treatment of obesity in Mexican adults: changes between 2006 and 2018,"Ortiz-Hernández, L.| Hernández, E.T.| Pérez-Salgado, D.",3.0,12769453200| 57995083100| 36125360100,2022.0,2022-09-01,Archivos Latinoamericanos de Nutricion,72,3,174-184,-,ISSN-00040622,29996.0,Journal,Archivos Latinoamericanos Nutricion,Spanish,0.17,87,0.4,88,0.132,90,1.92,40.0,0.0,0.0,10.01,81.0,80.0,0.0,0.0,"Ortiz-Hernández, L., Hernández, E.T., Pérez-Salgado, D. (2022).Diagnosis and treatment of obesity in Mexican adults: changes between 2006 and 2018. Archivos Latinoamericanos de Nutricion,72(3) 174-184",https://www.scopus.com/record/display.url?eid=2-s2.0-85143381311&origin=resultslist,10.37527/2022.72.3.003,Article,Gold|Green,2-s2.0-85143381311,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,12769453200,36125360100,12769453200,-,Mexico,1.0,2701| 2916,Medicine (miscellaneous)| Nutrition and Dietetics,5,Life Sciences & Medicine,532| 534,Medicine| Nursing,34,Medical and Health,42| 32| 30,"Health Sciences| Biomedical And Clinical Sciences| Agricultural, Veterinary And Food Sciences",3210| 4206| 3006,Nutrition and dietetics| Public health| Food sciences,SDG 3| SDG 10,"Obesity, Metabolic Health, and Quality of Life",136,84.042,Obesity Management in Primary Health Care Settings,20721,83.988,Very Good,2022.0,0.0,N/A,"Ortiz-Hernández, L.| Hernández, E.T.| Pérez-Salgado, D.",Universidad Autónoma Metropolitana,Mexico,0
