Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57215826599,57215826599,Time and Space Resolved First Order Optical Interference Between Distinguishable Photon Paths,"Fernandez-Guasti, M.| García-Guerrero, C.",2.0,6603837535| 57215826599,2022.0,2022-01-24,Frontiers in Physics,9,-,-,813565,ISSN-2296424X,21100831025.0,Journal,Frontiers Media SA,English,1.03,29,3.8,22,0.607,32,0.48,8.0,2.0,0.19,10.44,63.0,69.0,0.0,0.0,"Fernandez-Guasti, M., García-Guerrero, C. (2022).Time and Space Resolved First Order Optical Interference Between Distinguishable Photon Paths. Frontiers in Physics,9",https://www.scopus.com/record/display.url?eid=2-s2.0-85124206117&origin=resultslist,10.3389/fphy.2021.813565,Article,Gold|Green,2-s2.0-85124206117,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,6603837535,57215826599,6603837535,-,Mexico,1.0,1304| 1606| 2501| 2610| 3100,Biophysics| Physical and Theoretical Chemistry| Materials Science (miscellaneous)| Mathematical Physics| General Physics and Astronomy,4| 2| 5,Natural Sciences| Engineering & Technology| Life Sciences & Medicine,507| 433| 249| 439| 409,Biological Sciences| Materials Science| Engineering - Petroleum| Physics & Astronomy| Chemistry,36| 32| 37,Engineering| Life Sciences| Physical Sciences,51| 49,Physical Sciences| Mathematical Sciences,-,-,-,Quantum Photonics and Optical Resonator Innovations,108,67.822,Innovative Techniques in Laser Wavelength Measurement,56292,32.267,Defensible,2022.0,2.0,N/A,"Fernandez-Guasti, M.| García-Guerrero, C.",Universidad Autónoma Metropolitana,Mexico,0
