Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55816346700,55816346700,Effective loop quantum geometry of Schwarzschild interior,"Cortez, J.| Cuervo, W.| Morales-Técotl, H.A.| Ruelas, J.C.",4.0,10640395600| 55816346700| 55989771800| 57194765374,2017.0,2017-03-24,Physical Review D,95,6,-,064041,ISSN-24700010,21100779241.0,Journal,American Physical Society,English,1.25,18,8.6,4,1.801,9,0.35,15.0,44.0,1.58,9.47,12.0,18.0,0.0,0.0,"Cortez, J., Cuervo, W., Morales-Técotl, H.A. and 1 more (...) (2017).Effective loop quantum geometry of Schwarzschild interior. Physical Review D,95(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85021873959&origin=resultslist,10.1103/PhysRevD.95.064041,Article,Green,2-s2.0-85021873959,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60028381,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,10640395600,57194765374,-,-,Mexico,1.0,3101,Physics and Astronomy (miscellaneous),4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5106| 5107| 5101,Nuclear and plasma physics| Particle and high energy physics| Astronomical sciences,-,Interplay of Quantum Gravity and Cosmological Models,22,91.302,Quantum Gravity and Black Hole Cosmology,3161,89.743,Definitive,2017.0,44.0,N/A,"Cortez, J.| Cuervo, W.| Morales-Técotl, H.A.| Ruelas, J.C.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
