Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59665690700,59665690700,The Module on Cyberbullying (MOCIBA): An exploration of digital gender-based violence in Mexico.,"Vera, L.F.| Vera, R.I.F.",2.0,59665690700| 59666071400,2023.0,2023-04-24,Journal of Multidisciplinary Studies in Human Rights and Science,5,2,-,-,ISSN-27521400,21101278529.0,Journal,Knowmad Institut,English,-,-,-,-,-,-,0.69,14.0,1.0,0.16,6.07,65.0,69.0,0.0,0.0,"Vera, L.F., Vera, R.I.F. (2023).The Module on Cyberbullying (MOCIBA): An exploration of digital gender-based violence in Mexico.. Journal of Multidisciplinary Studies in Human Rights and Science,5(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85181583101&origin=resultslist,10.5281/zenodo.7851521,Article,,2-s2.0-85181583101,-,Instituto Nacional de Antropología e Historia| Universidad Autónoma Metropolitana,713803| 505017,Academic,2.0,60092761| 60028381| 120666525,"Instituto Nacional de Antropología e Historia, Mexico| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Insurgentes",59665690700,59666071400,-,-,Mexico,1.0,3301| 3306| 3320,Social Sciences (miscellaneous)| Health (social science)| Political Science and International Relations,3,Social Sciences & Management,340,Politics & International Studies,40,Social Sciences,-,-,-,-,SDG 5| SDG 9| SDG 16,Interpersonal Relations and Mental Health in Youth,1004,76.848,Cyberbullying Impact on Adolescent Mental Health,1047,99.206,Definitive,2023.0,1.0,N/A,"Vera, L.F.| Vera, R.I.F.",Instituto Nacional de Antropología e Historia| Universidad Autónoma Metropolitana,Mexico,0
