Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59389232800,59389232800,Phase Angle and Body Composition as Predictors of Fitness and Athletic Performance in Adolescent Boxers,"Ayala-Guzmán, C.I.| Ortiz-Hernandez, L.| Malpica, C.E.| Rosas, A.M.| Avila, J.I.C.",5.0,57194898513| 12769453200| 59389232800| 59389588300| 59389464300,2024.0,2024-11-01,Pediatric Exercise Science,36,4,201-210,-,ISSN-08998493,15724.0,Journal,Human Kinetics Publishers Inc.,English,0.47,66,2.6,43,0.515,39,1.58,14.0,1.0,0.25,4.0,56.0,60.0,0.0,0.0,"Ayala-Guzmán, C.I., Ortiz-Hernandez, L., Malpica, C.E. and 2 more (...) (2024).Phase Angle and Body Composition as Predictors of Fitness and Athletic Performance in Adolescent Boxers. Pediatric Exercise Science,36(4) 201-210",https://www.scopus.com/record/display.url?eid=2-s2.0-85207342980&origin=resultslist,10.1123/pes.2023-0165,Article,,2-s2.0-85207342980,39069282,Universidad Autónoma Metropolitana| Universidad del Valle de México,505017| 714043,Academic,2.0,60014923| 60002604| 131860980,Universidad Autónoma Metropolitana| Universidad del Valle de México| Professional College of Graduates in Sports Training,57194898513,59389464300,57194898513,-,Mexico,1.0,2700,General Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,4207| 3213,Sports science and exercise| Paediatrics,-,Magnetic Resonance Imaging Techniques,329,56.442,Bioelectrical Impedance in Body Composition Assessment,8913,96.255,Definitive,2024.0,1.0,N/A,"Ayala-Guzmán, C.I.| Ortiz-Hernandez, L.| Malpica, C.E.| Rosas, A.M.| Avila, J.I.C.",Universidad Autónoma Metropolitana| Universidad del Valle de México,Mexico,0
