Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57222534046,57222534046,Design and implementation of a microcontroller based active controller for the synchronization of the petrzela chaotic system,"Rivera-Blas, R.| Paredes, S.A.R.| Flores-Herrera, L.A.| Romero, I.A.",4.0,57191993893| 57222534046| 55863141200| 57242675600,2019.0,2019-09-01,Computation,7,3,-,40,ISSN-20793197,21100857172.0,Journal,MDPI,English,0.72,49,2.7,29,0.343,39,0.52,15.0,4.0,0.22,9.15,57.0,64.0,0.0,0.0,"Rivera-Blas, R., Paredes, S.A.R., Flores-Herrera, L.A. and 1 more (...) (2019).Design and implementation of a microcontroller based active controller for the synchronization of the petrzela chaotic system. Computation,7(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85114119533&origin=resultslist,10.3390/COMPUTATION7030040,Article,Gold|Green,2-s2.0-85114119533,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60023193,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana - Azcapotzalco,57191993893,57242675600,57191993893,-,Mexico,1.0,1700| 2604| 2611| 2614,General Computer Science| Applied Mathematics| Modeling and Simulation| Theoretical Computer Science,4| 2,Natural Sciences| Engineering & Technology,431| 212,Mathematics| Computer Science & Information Systems,37| 38,Physical Sciences| Computer Science,46,Information And Computing Sciences,4613| 4601,Theory of computation| Applied computing,-,Dynamics of Chaotic Systems and Synchronization,578,47.417,Dynamics of Memristor Systems and Chaotic Attractors,8115,99.067,Very Good,2019.0,4.0,N/A,"Rivera-Blas, R.| Paredes, S.A.R.| Flores-Herrera, L.A.| Romero, I.A.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
