Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57222123656,57222123656,"Sociedad, raza, educación y movilidad social: Colegio Real y Seminario Conciliar San Carlos Borromeo y Sacerdotes en Cartagena de Indias (1750–1810)","Sergio Paulo, S.D.| Beltrán, M.V.| Bolívar, R.F.",3.0,57222123656| 57219531417| 59158150700,2020.0,2020-01-01,Historia (Chile),53,2,631-660,-,ISSN-00732435,21100202750.0,Journal,Pontificia Universidad Catolica de Chile,English| Spanish,1.94,7,0.7,19,0.237,18,0.74,21.0,2.0,0.38,2.62,68.0,53.0,0.0,0.0,"Sergio Paulo, S.D., Beltrán, M.V., Bolívar, R.F. (2020).Sociedad, raza, educación y movilidad social: Colegio Real y Seminario Conciliar San Carlos Borromeo y Sacerdotes en Cartagena de Indias (1750–1810). Historia (Chile),53(2) 631-660",https://www.scopus.com/record/display.url?eid=2-s2.0-85101540930&origin=resultslist,10.4067/S0717-71942020000200631,Article,Gold|Green,2-s2.0-85101540930,-,Universidad de Cartagena| Universidad Autónoma Metropolitana,700973| 505017,Academic,2.0,60014923| 60055678,Universidad Autónoma Metropolitana| Universidad de Cartagena,57222123656,59158150700,57222123656,-,Mexico| Colombia,2.0,1202| 1207| 3316,History| History and Philosophy of Science| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,311| 126,Communication & Media Studies| History,33| 40,Arts and Humanities| Social Sciences,38| 44| 45,Economics| Human Society| Indigenous Studies,4519| 4401| 3801,"Other Indigenous data, methodologies and global Indigenous studies| Anthropology| Applied economics",SDG 10,-,-,-,-,-,-,-,2020.0,2.0,N/A,"Sergio Paulo, S.D.| Beltrán, M.V.| Bolívar, R.F.",Universidad de Cartagena| Universidad Autónoma Metropolitana,Mexico| Colombia,0
