Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57189886315,57189886315,Information technology use mediation at a Colombian health organization,"Quiroz, J.T.| Vélez, S.A.C.| Caballero, J.M.H.| Cardona, S.A.L.",4.0,57205658530| 59025697100| 57189886315| 57205661469,2018.0,2018-11-15,Psicoperspectivas,17,3,-,-,ISSN-07186924,21100793178.0,Journal,Pontificia Universidad Catolica de Valparaiso,Spanish,1,30,0.8,49,0.268,49,0.57,25.0,1.0,0.16,6.39,74.0,67.0,0.0,0.0,"Quiroz, J.T., Vélez, S.A.C., Caballero, J.M.H. and 1 more (...) (2018).Information technology use mediation at a Colombian health organization. Psicoperspectivas,17(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85060983688&origin=resultslist,10.5027/psicoperspectivas-vol17-issue3-fulltext-1347,Article,Gold|Green,2-s2.0-85060983688,-,Universidad Autónoma Metropolitana| Universidad EAFIT,505017| 700975,Academic,2.0,60061982| 60028381| 60106887,Universidad EAFIT| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Clínica Las Américas,57205658530,57205661469,57205658530,-,Mexico| Colombia,2.0,3200| 3300,General Psychology| General Social Sciences,3,Social Sciences & Management,541,Psychology,39| 40,Psychology| Social Sciences,44| 52| 39,Human Society| Psychology| Education,3903| 5205| 4405,Education systems| Social and personality psychology| Gender studies,-,Integrating Knowledge Systems in Community Development,1087,34.99,Understanding Information Systems throughCase Studies,8865,59.537,Very Good,2018.0,1.0,N/A,"Quiroz, J.T.| Vélez, S.A.C.| Caballero, J.M.H.| Cardona, S.A.L.",Universidad Autónoma Metropolitana| Universidad EAFIT,Mexico| Colombia,0
