Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57221378013,57221378013,Decreased serotonin content and release in the ventral hippocampus of prenatally stressed male rats in response to forced swim test,"Vásquez, F.J.J.| Guerrero, D.M.| Osornio, M.R.| Osornio, M.C.R.| Suárez, S.O.| Retana-márquez, S.",6.0,57221378013| 57221385851| 56013560100| 7202754820| 57197207540| 8790024700,2020.0,2020-01-01,Acta Neurobiologiae Experimentalis,80,4,331-343,-,ISSN-00651400,17540.0,Journal,Nencki Institute of Experimental Biology,English,0.57,59,2.6,75,0.542,52,0.51,14.0,5.0,0.29,13.65,54.0,59.0,0.0,0.0,"Vásquez, F.J.J., Guerrero, D.M., Osornio, M.R. and 3 more (...) (2020).Decreased serotonin content and release in the ventral hippocampus of prenatally stressed male rats in response to forced swim test. Acta Neurobiologiae Experimentalis,80(4) 331-343",https://www.scopus.com/record/display.url?eid=2-s2.0-85098932411&origin=resultslist,10.21307/ane-2020-029,Article,Gold,2-s2.0-85098932411,33350985,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 113721763| 109658736,Universidad Autónoma Metropolitana -Unidad Iztapalapa| National Institute of Neurology and Neurosurgery (INNN)| Specialty Hospital,57221378013,8790024700,8790024700,-,Mexico,1.0,2800,General Neuroscience,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,52| 32,Psychology| Biomedical And Clinical Sciences,3209| 5202,Neurosciences| Biological psychology,-,Postpartum Depression and Maternal Mental Health Insights,983,66.122,Prenatal Stress Effects on Offspring Development,6216,95.205,Very Good,2020.0,5.0,N/A,"Vásquez, F.J.J.| Guerrero, D.M.| Osornio, M.R.| Osornio, M.C.R.| Suárez, S.O.| Retana-márquez, S.",Universidad Autónoma Metropolitana,Mexico,0
