Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58300079100,58300079100,Mexican women's suffrage at the international level. Between Latin Americanism and Pan Americanism,"Jaiven, A.L.",1.0,58300079100,2023.0,2023-05-01,Historia Regional,36,49,-,-,ISSN-03298213,21100901477.0,Journal,Seccion Historia. Instituto Superior del Profesorado 'Eduardo Lafferriere',Spanish,0.65,51,0.2,72,0.237,18,1.12,13.0,2.0,1.0,1.99,56.0,29.0,0.0,0.0,"Jaiven, A.L. (2023).Mexican women's suffrage at the international level. Between Latin Americanism and Pan Americanism. Historia Regional,36(49) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85160921947&origin=resultslist,-,Article,,2-s2.0-85160921947,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,107602679| 60032442| 60010210| 60014923,Universidad Iberoamericana| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana,-,-,58300079100,58300079100,Mexico| Dominican Republic,2.0,1202| 3301,History| Social Sciences (miscellaneous),3| 1,Social Sciences & Management| Arts & Humanities,126,History,33| 40,Arts and Humanities| Social Sciences,38| 44,Economics| Human Society,3801| 4402| 4401,Applied economics| Criminology| Anthropology,-,Cultural Dynamics in Television and Media,1153,15.043,Transnational Feminism and Women's Rights Movements,65897,29.941,Defensible,2023.0,2.0,N/A,"Jaiven, A.L.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico| Dominican Republic,0
