Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57190870975,57190870975,Electroencephalographic analysis of the functional conectivity in habituation by graphics theory,"Castillo, J.A.| Suárez, O.Y.| Brust Carmona, H.",3.0,57190870975| 6506835394| 7003976239,2016.0,2016-09-01,Revista Mexicana de Ingenieria Biomedica,37,3,181-200,-,ISSN-01889532,21100200412.0,Journal,Sociedad Mexicana de Ingenieria Biomedica,Spanish,0.04,92,0.3,95,0.116,93,0.92,41.0,6.0,0.23,8.88,51.0,60.0,0.0,0.0,"Castillo, J.A., Suárez, O.Y., Brust Carmona, H. (2016).Electroencephalographic analysis of the functional conectivity in habituation by graphics theory. Revista Mexicana de Ingenieria Biomedica,37(3) 181-200",https://www.scopus.com/record/display.url?eid=2-s2.0-84983591869&origin=resultslist,10.17488/RMIB.37.3.3,Article,Gold,2-s2.0-84983591869,-,Universidad Autónoma Metropolitana| Instituto Nacional de Rehabilitación,505017| 715278,Medical| Academic,2.0,60023193| 60028381| 60084250,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Rehabilitación,57190870975,7003976239,57190870975,-,Mexico,1.0,2204,Biomedical Engineering,2,Engineering & Technology,507,Biological Sciences,36,Engineering,40| 32,Engineering| Biomedical And Clinical Sciences,4003| 3209| 4007,"Biomedical engineering| Neurosciences| Control engineering, mechatronics and robotics",-,Functional Imaging Techniques in Brain Connectivity,97,91.498,Neural Oscillations in Memory and Perception,1165,98.674,Defensible,2016.0,6.0,N/A,"Castillo, J.A.| Suárez, O.Y.| Brust Carmona, H.",Universidad Autónoma Metropolitana| Instituto Nacional de Rehabilitación,Mexico,0
