Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57217360485,57217360485,The effect of varieties of capitalism on the relationship of institutional gearing and economic growth,"Borges, M.| Saucedo-Acosta, E.J.| Diaz, J.",3.0,57217356794| 57217362746| 57217360485,2020.0,2020-01-01,Engineering Economics,31,3,262-269,-,ISSN-13922785,19200157025.0,Journal,Kauno Technologijos Universitetas,English,0.57,59,2.3,39,0.303,45,0.44,17.0,9.0,0.71,11.28,42.0,37.0,0.0,0.0,"Borges, M., Saucedo-Acosta, E.J., Diaz, J. (2020).The effect of varieties of capitalism on the relationship of institutional gearing and economic growth. Engineering Economics,31(3) 262-269",https://www.scopus.com/record/display.url?eid=2-s2.0-85087121810&origin=resultslist,10.5755/j01.ee.31.3.22852,Article,Gold,2-s2.0-85087121810,-,Universidad Autónoma Metropolitana| Universidad Veracruzana,505017| 505056,Academic,2.0,60007909| 60028381,Universidad Veracruzana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57217356794,57217360485,-,-,Mexico,1.0,1403| 2002| 2201,Business and International Management| Economics and Econometrics| Engineering (miscellaneous),2| 3,Engineering & Technology| Social Sciences & Management,308| 317,Business & Management Studies| Economics & Econometrics,35| 36,Business and Economics| Engineering,35| 44,"Commerce, Management, Tourism And Services| Human Society",4404| 3502,"Development studies| Banking, finance and investment",SDG 8,Economic Growth and Structural Change in Development,665,57.227,Human Capital and Economic Growth Dynamics,772,96.205,Defensible,2020.0,9.0,N/A,"Borges, M.| Saucedo-Acosta, E.J.| Diaz, J.",Universidad Autónoma Metropolitana| Universidad Veracruzana,Mexico,0
