Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57209506006,57209506006,Implementation of the Molecular Electrostatic Potential over Graphics Processing Units,"Cruz, J.C.| Hernández-Esparza, R.| Vázquez-Mayagoitia, Á.| Vargas, R.| Garza, J.",5.0,57209506006| 56587874900| 56002752600| 55989742600| 57204698538,2019.0,2019-07-22,Journal of Chemical Information and Modeling,59,7,3120-3127,-,ISSN-15499596,130080.0,Journal,American Chemical Society,English,1.29,18,6.3,7,1.329,8,0.5,17.0,25.0,0.77,10.44,20.0,36.0,0.0,0.0,"Cruz, J.C., Hernández-Esparza, R., Vázquez-Mayagoitia, Á. and 2 more (...) (2019).Implementation of the Molecular Electrostatic Potential over Graphics Processing Units. Journal of Chemical Information and Modeling,59(7) 3120-3127",https://www.scopus.com/record/display.url?eid=2-s2.0-85067987418&origin=resultslist,10.1021/acs.jcim.8b00951,Article,,2-s2.0-85067987418,31145605,Universidad Autónoma Metropolitana| United States Department of Energy| Argonne National Laboratory,505017| 508244| 715878,Government| Academic,3.0,60028381| 60028609,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Argonne National Laboratory,57209506006,57204698538,57204698538,-,Mexico| United States,2.0,1500| 1600| 1706| 3309,General Chemical Engineering| General Chemistry| Computer Science Applications| Library and Information Sciences,3| 4| 2,Social Sciences & Management| Natural Sciences| Engineering & Technology,409| 329| 212| 213| 219,Chemistry| Library & Information Management| Computer Science & Information Systems| Data Science| Engineering - Chemical,38| 40| 36| 37,Computer Science| Social Sciences| Engineering| Physical Sciences,34,Chemical Sciences,3404| 3407,Medicinal and biomolecular chemistry| Theoretical and computational chemistry,-,Quantum Chemistry and Molecular Dynamics in Energy Systems,400,34.729,Quantum Chemistry Algorithms for Enhanced Performance,42350,75.668,Very Good,2019.0,25.0,N/A,"Cruz, J.C.| Hernández-Esparza, R.| Vázquez-Mayagoitia, Á.| Vargas, R.| Garza, J.",Universidad Autónoma Metropolitana| United States Department of Energy| Argonne National Laboratory,Mexico| United States,0
57209506006,57209506006,Persistent Planar Tetracoordinate Carbon in Global Minima Structures of Silicon-Carbon Clusters,"Leyva-Parra, L.| Inostroza, D.| Yañez, O.| Cruz, J.C.| Garza, J.| García, V.| Tiznado, W.",7.0,57221712431| 56688618700| 55794064800| 57209506006| 57204698538| 57205575580| 6507292367,2022.0,2022-03-01,Atoms,10,1,-,27,ISSN-22182004,21100857388.0,Journal,MDPI,English,0.85,39,3.1,47,0.485,43,1.62,27.0,13.0,1.0,12.02,24.0,29.0,0.0,0.0,"Leyva-Parra, L., Inostroza, D., Yañez, O. and 4 more (...) (2022).Persistent Planar Tetracoordinate Carbon in Global Minima Structures of Silicon-Carbon Clusters. Atoms,10(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85125777965&origin=resultslist,10.3390/atoms10010027,Article,Gold|Green,2-s2.0-85125777965,-,Universidad Andrés Bello| Universidad Autónoma Metropolitana| Universidad Nacional Mayor de San Marcos| Universidad de Chile,603010| 505017| 605002| 603004,Academic,4.0,60002636| 60281419| 60012464| 60028381| 60071231,Universidad Andrés Bello| Centro de Nuevos Fármacos para Hipertensión| Universidad de Chile| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Mayor de San Marcos,57221712431,6507292367,57205575580| 6507292367,-,Chile| Mexico| Peru,3.0,3104| 3106| 3107,"Condensed Matter Physics| Nuclear and High Energy Physics| Atomic and Molecular Physics, and Optics",4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5106| 5108,Nuclear and plasma physics| Quantum physics,-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Planar Tetracoordinate Carbon Structures,42041,79.836,Definitive,2022.0,13.0,N/A,"Leyva-Parra, L.| Inostroza, D.| Yañez, O.| Cruz, J.C.| Garza, J.| García, V.| Tiznado, W.",Universidad Andrés Bello| Universidad Autónoma Metropolitana| Universidad Nacional Mayor de San Marcos| Universidad de Chile,Chile| Mexico| Peru,0
57209506006,57209506006,Si6C18: A bispentalene derivative with two planar tetracoordinate carbons,"Inostroza, D.| Leyva-Parra, L.| Yañez, O.| Cruz, J.C.| Garza, J.| García, V.| Thimmakondu, V.S.| Ceron, M.L.| Tiznado, W.",9.0,56688618700| 57221712431| 55794064800| 57209506006| 57204698538| 57205575580| 57320102900| 57416791800| 6507292367,2023.0,2023-01-05,International Journal of Quantum Chemistry,123,1,-,e27008,ISSN-00207608,24127.0,Journal,John Wiley and Sons Inc,English,0.62,53,4.7,35,0.393,52,2.07,69.0,3.0,0.31,9.75,49.0,59.0,0.0,0.0,"Inostroza, D., Leyva-Parra, L., Yañez, O. and 6 more (...) (2023).Si6C18: A bispentalene derivative with two planar tetracoordinate carbons. International Journal of Quantum Chemistry,123(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85137245275&origin=resultslist,10.1002/qua.27008,Article,,2-s2.0-85137245275,-,San Diego State University| Universidad de las Américas - Chile| Universidad Andrés Bello| Universidad Autónoma Metropolitana| Universidad Nacional Mayor de San Marcos| Universidad Finis Terrae,508204| 706192| 603010| 505017| 605002| 705602,Academic,6.0,60002636| 60281419| 60105362| 60028381| 60071231| 60096500| 60018926| 60105368,Universidad Andrés Bello| Centro de Nuevos Fármacos para Hipertensión| Universidad de Las Américas Chile| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Mayor de San Marcos| SDSU College of Sciences| San Diego State University| Universidad Finis Terrae,56688618700,6507292367,57221712431| 6507292367,-,Chile| Mexico| United States| Peru,4.0,1606| 3104| 3107,"Physical and Theoretical Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",4| 2,Natural Sciences| Engineering & Technology,249| 439| 409,Engineering - Petroleum| Physics & Astronomy| Chemistry,37,Physical Sciences,34,Chemical Sciences,3407| 3406,Theoretical and computational chemistry| Physical chemistry,-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Planar Tetracoordinate Carbon Structures,42041,79.836,Definitive,2023.0,3.0,N/A,"Inostroza, D.| Leyva-Parra, L.| Yañez, O.| Cruz, J.C.| Garza, J.| García, V.| Thimmakondu, V.S.| Ceron, M.L.| Tiznado, W.",San Diego State University| Universidad de las Américas - Chile| Universidad Andrés Bello| Universidad Autónoma Metropolitana| Universidad Nacional Mayor de San Marcos| Universidad Finis Terrae,Chile| Mexico| United States| Peru,0
57209506006,57209506006,Stochastic evaluation of four-component relativistic second-order many-body perturbation energies: A potentially quadratic-scaling correlation method,"Cruz, J.C.| Garza, J.| Yanai, T.| Hirata, S.",4.0,57209506006| 57204698538| 7102539152| 7202205669,2022.0,2022-06-14,Journal of Chemical Physics,156,22,-,224102,ISSN-00219606,28134.0,Journal,American Institute of Physics Inc.,English,1.17,22,7.1,15,1.196,13,0.95,19.0,2.0,0.16,12.48,63.0,71.0,0.0,0.0,"Cruz, J.C., Garza, J., Yanai, T. and 1 more (...) (2022).Stochastic evaluation of four-component relativistic second-order many-body perturbation energies: A potentially quadratic-scaling correlation method. Journal of Chemical Physics,156(22) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85132120897&origin=resultslist,10.1063/5.0091973,Article,Green,2-s2.0-85132120897,35705393,Universidad Autónoma Metropolitana| Nagoya University| University of Illinois at Urbana-Champaign,505017| 208093| 508285,Academic,3.0,60028381| 60000264| 60000745,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Nagoya University| University of Illinois Urbana-Champaign,57209506006,7202205669,7202205669,-,Mexico| Japan| United States,3.0,1606| 3100,Physical and Theoretical Chemistry| General Physics and Astronomy,2| 4,Engineering & Technology| Natural Sciences,409| 439| 249,Chemistry| Physics & Astronomy| Engineering - Petroleum,37,Physical Sciences,34| 40| 51,Chemical Sciences| Engineering| Physical Sciences,-,-,-,Quantum Chemistry and Molecular Dynamics in Energy Systems,400,34.729,Multireference Coupled Cluster Methods in Quantum Chemistry,2204,93.905,Very Good,2022.0,2.0,N/A,"Cruz, J.C.| Garza, J.| Yanai, T.| Hirata, S.",Universidad Autónoma Metropolitana| Nagoya University| University of Illinois at Urbana-Champaign,Mexico| Japan| United States,0
57209506006,57209506006,Si5-pentagonal rings and Y-shaped Si4 building blocks in Li32Si18 system: similarities with the crystalline Zintl phase Li12Si7,"Yañez, O.| Inostroza, D.| Leyva-Parra, L.| Solar-Encinas, J.| Cruz, J.C.| Garza, J.| Vásquez-Espinal, A.| Pino-Rios, R.| Orellana, W.| Tiznado, W.",10.0,55794064800| 56688618700| 57221712431| 57809269100| 57209506006| 57204698538| 56108486100| 56951201800| 6701747167| 6507292367,2022.0,2022-10-07,Molecular Systems Design and Engineering,8,2,207-216,-,ISSN-20589689,21100853806.0,Journal,Royal Society of Chemistry,English,0.82,41,7.2,15,0.962,15,1.07,25.0,0.0,0.0,13.8,81.0,80.0,0.0,0.0,"Yañez, O., Inostroza, D., Leyva-Parra, L. and 7 more (...) (2022).Si5-pentagonal rings and Y-shaped Si4 building blocks in Li32Si18 system: similarities with the crystalline Zintl phase Li12Si7. Molecular Systems Design and Engineering,8(2) 207-216",https://www.scopus.com/record/display.url?eid=2-s2.0-85141428779&origin=resultslist,10.1039/d2me00152g,Article,,2-s2.0-85141428779,-,Universidad de las Américas - Chile| Universidad Andrés Bello| Universidad Autónoma Metropolitana| Universidad Arturo Prat,706192| 603010| 505017| 700289,Academic,4.0,60105362| 60281419| 60002636| 60028381| 60010144,Universidad de Las Américas Chile| Centro de Nuevos Fármacos para Hipertensión| Universidad Andrés Bello| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Arturo Prat,55794064800,6507292367,6507292367,-,Chile| Mexico,2.0,1501| 1508| 1601| 2102| 2204| 2209| 2505,Chemical Engineering (miscellaneous)| Process Chemistry and Technology| Chemistry (miscellaneous)| Energy Engineering and Power Technology| Biomedical Engineering| Industrial and Manufacturing Engineering| Materials Chemistry,4| 2,Natural Sciences| Engineering & Technology,409| 433| 221| 507| 222| 249| 219,Chemistry| Materials Science| Engineering - Electrical & Electronic| Biological Sciences| Engineering - Mechanical| Engineering - Petroleum| Engineering - Chemical,36| 37,Engineering| Physical Sciences,34,Chemical Sciences,3403,Macromolecular and materials chemistry,SDG 7,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Silicon Clusters and Their Structural Properties,11111,78.13,Defensible,2022.0,0.0,N/A,"Yañez, O.| Inostroza, D.| Leyva-Parra, L.| Solar-Encinas, J.| Cruz, J.C.| Garza, J.| Vásquez-Espinal, A.| Pino-Rios, R.| Orellana, W.| Tiznado, W.",Universidad de las Américas - Chile| Universidad Andrés Bello| Universidad Autónoma Metropolitana| Universidad Arturo Prat,Chile| Mexico,0
