Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58788837200,58788837200,Microcosmos explorers: Foldscope workshop for science outreach in Mexican schools,"López Clinton, S.",1.0,58788837200,2023.0,2023-01-01,Biology Methods and Protocols,8,1,-,bpad035,ISSN-23968923,21100976730.0,Journal,Oxford University Press,English,0.67,49,3.8,31,0.887,13,0.34,6.0,1.0,0.11,9.35,65.0,73.0,0.0,0.0,"López Clinton, S. (2023).Microcosmos explorers: Foldscope workshop for science outreach in Mexican schools. Biology Methods and Protocols,8(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85181104828&origin=resultslist,10.1093/biomethods/bpad035,Article,Gold|Green,2-s2.0-85181104828,-,Universidad Autónoma Metropolitana| Swedish Museum of Natural History| Stockholm University,505017| 332031| 332014,Academic| Government,3.0,60029183| 128402872| 60028378| 60014923,Naturhistoriska riksmuseet| Centre for Palaeogenetics| Stockholms universitet| Universidad Autónoma Metropolitana,-,-,58788837200,58788837200,Mexico| Sweden,2.0,1100| 1300,"General Agricultural and Biological Sciences| General Biochemistry,Genetics and Molecular Biology",5,Life Sciences & Medicine,507| 502,Biological Sciences| Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,3105| 3101| 3102,Genetics| Biochemistry and cell biology| Bioinformatics and computational biology,-,Electrochemical Innovations in Genome Editing Techniques,157,97.384,Smartphone-Based Diagnostic Systems for Health Monitoring,15087,95.455,Definitive,2023.0,1.0,N/A,"López Clinton, S.",Universidad Autónoma Metropolitana| Swedish Museum of Natural History| Stockholm University,Mexico| Sweden,0
