Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57213827059,57213827059,Ampicillin biotransformation by a nitrifying consortium,"Ramírez Muñoz, J.J.| Cuervo López, F.M.| Texier, A.-C.",3.0,57213827059| 26649394800| 55995939300,2020.0,2020-02-01,World Journal of Microbiology and Biotechnology,36,2,-,21,ISSN-09593993,16152.0,Journal,Springer,English,0.99,33,5.1,31,0.758,35,0.91,21.0,19.0,0.94,12.78,25.0,29.0,0.0,0.0,"Ramírez Muñoz, J.J., Cuervo López, F.M., Texier, A.-C. (2020).Ampicillin biotransformation by a nitrifying consortium. World Journal of Microbiology and Biotechnology,36(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85077977542&origin=resultslist,10.1007/s11274-020-2798-3,Article,,2-s2.0-85077977542,31955272,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57213827059,55995939300,55995939300,-,Mexico,1.0,1305| 1314| 2402,Biotechnology| Physiology| Applied Microbiology and Biotechnology,5,Life Sciences & Medicine,507| 503,Biological Sciences| Anatomy & Physiology,32,Life Sciences,31,Biological Sciences,3106| 3107,Industrial biotechnology| Microbiology,SDG 6,Environmental Impact of Pharmaceuticals and Contaminants,153,98.169,Environmental Impact of Antibiotic Agents in Soil,1418,99.722,Very Good,2020.0,19.0,N/A,"Ramírez Muñoz, J.J.| Cuervo López, F.M.| Texier, A.-C.",Universidad Autónoma Metropolitana,Mexico,0
