Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56242566100,56242566100,A Thermodynamic Analysis of Naphtha Catalytic Reforming Reactions to Produce High-Octane Gasoline,"As Martínez, J.| Zúñiga-Hinojosa, M.A.| Ruiz-Martínez, R.S.",3.0,57463229200| 56242566100| 6507059297,2022.0,2022-02-01,Processes,10,2,-,313,ISSN-22279717,21100838131.0,Journal,MDPI,English,0.97,32,4.7,34,0.529,34,0.8,19.0,11.0,0.67,13.42,28.0,41.0,0.0,0.0,"As Martínez, J., Zúñiga-Hinojosa, M.A., Ruiz-Martínez, R.S. (2022).A Thermodynamic Analysis of Naphtha Catalytic Reforming Reactions to Produce High-Octane Gasoline. Processes,10(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85125093668&origin=resultslist,10.3390/pr10020313,Article,Gold|Green,2-s2.0-85125093668,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57463229200,6507059297,57463229200,-,Mexico,1.0,1501| 1502| 1508,Chemical Engineering (miscellaneous)| Bioengineering| Process Chemistry and Technology,2,Engineering & Technology,219| 249,Engineering - Chemical| Engineering - Petroleum,36,Engineering,40,Engineering,4004,Chemical engineering,-,Catalytic Innovations in Hydrocarbon Conversion Processes,1027,64.16,Catalytic Reforming Innovations in Naphtha Processing,43604,66.125,Very Good,2022.0,11.0,N/A,"As Martínez, J.| Zúñiga-Hinojosa, M.A.| Ruiz-Martínez, R.S.",Universidad Autónoma Metropolitana,Mexico,0
