Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58403920400,58403920400,Punitive privatization in Mexico: Labor subjectification in relation to prison outsourcing,"Hoyos-González, P.| Gutiérrez-Gallardo, N.P.| Escobedo-Conde, F.J.",3.0,58403920400| 58403234000| 58402549600,2023.0,2023-05-01,Iconos,76,-,211-227,-,ISSN-13901249,21101044834.0,Journal,FLACSO Ecuador,Spanish,0.89,34,1.2,40,0.264,39,1.16,21.0,0.0,0.0,4.68,77.0,77.0,0.0,0.0,"Hoyos-González, P., Gutiérrez-Gallardo, N.P., Escobedo-Conde, F.J. (2023).Punitive privatization in Mexico: Labor subjectification in relation to prison outsourcing. Iconos,76211-227",https://www.scopus.com/record/display.url?eid=2-s2.0-85163486220&origin=resultslist,10.17141/iconos.76.2023.5601,Article,Gold|Green,2-s2.0-85163486220,-,Universidad Autónoma Metropolitana| Instituto Tecnológico y de Estudios Superiores de Occidente,505017| 719872,Academic,2.0,60028381| 60022157,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Tecnológico y de Estudios Superiores de Occidente,58403920400,58402549600,-,-,Mexico,1.0,3301| 3312| 3314| 3318,Social Sciences (miscellaneous)| Sociology and Political Science| Anthropology| Gender Studies,3,Social Sciences & Management,304| 342,Anthropology| Sociology,40,Social Sciences,33| 44,Built Environment And Design| Human Society,3304| 4401| 4408,Urban and regional planning| Anthropology| Political science,-,Criminal Justice and Social Dynamics in Criminology,142,74.559,Private Sector Influence on Correctional Systems,31168,42.182,Defensible,2023.0,0.0,N/A,"Hoyos-González, P.| Gutiérrez-Gallardo, N.P.| Escobedo-Conde, F.J.",Universidad Autónoma Metropolitana| Instituto Tecnológico y de Estudios Superiores de Occidente,Mexico,0
