Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57210327095,57210327095,"Mikael Wolfe, Watering the Revolution. An Environmental and Technological History of Agrarian Reform. Durham/Londres: Duke University Press, 2017, 317 p.","Villaseñor, A.T.",1.0,57210327095,2021.0,2021-01-01,Signos Historicos,23,45,406-411,-,ISSN-16654420,21100265667.0,Journal,Universidad Autonoma Metropolitana,Spanish,0.53,62,0.2,67,0.109,69,0.0,0.0,0.0,0.0,1.49,82.0,79.0,0.0,0.0,"Villaseñor, A.T. (2021).Mikael Wolfe, Watering the Revolution. An Environmental and Technological History of Agrarian Reform. Durham/Londres: Duke University Press, 2017, 317 p.. Signos Historicos,23(45) 406-411",https://www.scopus.com/record/display.url?eid=2-s2.0-85190540414&origin=resultslist,-,Article,,2-s2.0-85190540414,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,57210327095,57210327095,Mexico,1.0,1202,History,1,Arts & Humanities,126,History,33,Arts and Humanities,43| 44,"History, Heritage And Archaeology| Human Society",4301| 4303| 4401,Archaeology| Historical studies| Anthropology,-,Empowerment and Rights in Land Management,1461,16.808,Land Reform and Social Dynamics in Mexico,42519,39.132,Other,2021.0,0.0,N/A,"Villaseñor, A.T.",Universidad Autónoma Metropolitana,Mexico,0
