Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57193609906,57193609906,Estimation of acetaminophen and ibuprofen in tablets by a derivative uv method: Characterization of in vitro release using usp apparatuses 2 and 4,"Medina, R.| Cázares, I.S.| Hurtado, M.| Domínguez-Ramírez, A.M.",4.0,55738065800| 57193609906| 7006878205| 55989749700,2017.0,2017-01-01,Latin American Journal of Pharmacy,36,4,706-715,-,ISSN-03262383,19381.0,Journal,Colegio de Farmaceuticos de la Provincia de Buenos Aires,English,0.37,72,-,-,0.152,63,0.96,28.0,4.0,0.13,7.52,58.0,67.0,0.0,0.0,"Medina, R., Cázares, I.S., Hurtado, M. and 1 more (...) (2017).Estimation of acetaminophen and ibuprofen in tablets by a derivative uv method: Characterization of in vitro release using usp apparatuses 2 and 4. Latin American Journal of Pharmacy,36(4) 706-715",https://www.scopus.com/record/display.url?eid=2-s2.0-85015242313&origin=resultslist,-,Article,,2-s2.0-85015242313,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,55738065800,55989749700,55738065800,-,Mexico,1.0,3003,Pharmaceutical Science,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,34| 51| 32,Chemical Sciences| Physical Sciences| Biomedical And Clinical Sciences,5199| 3405| 3214,Other physical sciences| Organic chemistry| Pharmacology and pharmaceutical sciences,-,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Dissolution Testing Methods for Pharmaceutical Products,20996,69.94,Definitive,2017.0,4.0,N/A,"Medina, R.| Cázares, I.S.| Hurtado, M.| Domínguez-Ramírez, A.M.",Universidad Autónoma Metropolitana,Mexico,0
