Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57537951400,57537951400,EL COVID-19 EN MÉXICO. REFLEXIONES DESDE LA ESCUELA DE LA REGULACIÓN,"García, A.R.V.| Hernández, A.V.",2.0,57537951400| 57212601682,2021.0,2021-01-01,Cuadernos de Economia (Colombia),40,85,1073-1089,-,ISSN-01214772,12100157018.0,Journal,Universidad Nacional de Colombia,English,0.49,65,0.7,57,0.234,47,0.22,5.0,0.0,0.0,6.97,82.0,79.0,0.0,0.0,"García, A.R.V., Hernández, A.V. (2021).EL COVID-19 EN MÉXICO. REFLEXIONES DESDE LA ESCUELA DE LA REGULACIÓN. Cuadernos de Economia (Colombia),40(85) 1073-1089",https://www.scopus.com/record/display.url?eid=2-s2.0-85126652036&origin=resultslist,10.15446/cuad.econ.v40n85.92495,Article,Gold|Green,2-s2.0-85126652036,-,Instituto Nacional de Salud Publica| Universidad Autónoma Metropolitana,505010| 505017,Academic| Government,2.0,60010210| 60014923| 60022420,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana| Instituto Nacional de Salud Publica,57537951400,57212601682,57537951400,-,Mexico,1.0,1201| 2000| 3301,"Arts and Humanities (miscellaneous)| General Economics,Econometrics and Finance| Social Sciences (miscellaneous)",1| 3,Arts & Humanities| Social Sciences & Management,317,Economics & Econometrics,35| 33| 40,Business and Economics| Arts and Humanities| Social Sciences,38,Economics,3802| 3803| 3801,Econometrics| Economic theory| Applied economics,-,Cohesion and Lexical Patterns in Academic Writing,1232,22.825,Cultural Competency and Environmental Education in Russia,24890,57.118,Defensible,2021.0,0.0,N/A,"García, A.R.V.| Hernández, A.V.",Instituto Nacional de Salud Publica| Universidad Autónoma Metropolitana,Mexico,0
