Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57214611498,57214611498,Hydrogen bonds in methane-water clusters,"Salazar-Cano, J.-R.| Guevara-García, A.| Vargas, R.| Restrepo, A.| Garza, J.",5.0,57214611498| 8615638400| 55989742600| 23009980500| 57204698538,2016.0,2016-01-01,Physical Chemistry Chemical Physics,18,34,23508-23515,-,ISSN-14639076,27011.0,Journal,Royal Society of Chemistry,English,1.11,23,7,7,1.685,9,0.81,25.0,20.0,0.65,10.74,27.0,40.0,0.0,0.0,"Salazar-Cano, J.-R., Guevara-García, A., Vargas, R. and 2 more (...) (2016).Hydrogen bonds in methane-water clusters. Physical Chemistry Chemical Physics,18(34) 23508-23515",https://www.scopus.com/record/display.url?eid=2-s2.0-84984684867&origin=resultslist,10.1039/c6cp04086a,Article,,2-s2.0-84984684867,-,Universidad Autónoma Metropolitana| Universidad de Antioquia,505017| 604001,Academic,2.0,60028381| 60055833,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad de Antioquia,57214611498,57204698538,57204698538,-,Mexico| Colombia,2.0,1606| 3100,Physical and Theoretical Chemistry| General Physics and Astronomy,2| 4,Engineering & Technology| Natural Sciences,439| 409| 249,Physics & Astronomy| Chemistry| Engineering - Petroleum,37,Physical Sciences,34| 51| 40,Chemical Sciences| Physical Sciences| Engineering,-,-,-,Interactions of Gas Hydrates and Colloidal Particles,605,46.501,Gas Hydrates and Their Energy Storage Potential,305,99.407,Very Good,2016.0,20.0,N/A,"Salazar-Cano, J.-R.| Guevara-García, A.| Vargas, R.| Restrepo, A.| Garza, J.",Universidad Autónoma Metropolitana| Universidad de Antioquia,Mexico| Colombia,0
