Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58945267800,58945267800,3D change detection for cultural heritage monitoring: Two case studies of underground sculptural reliefs,"López-Armenta, M.F.| Nespeca, R.",2.0,58945267800| 56541578400,2024.0,2024-06-01,Digital Applications in Archaeology and Cultural Heritage,33,-,-,e00328,ISSN-22120548,21100265609.0,Journal,Elsevier Ltd,English,1.39,15,4.1,5,0.532,13,1.71,16.0,6.0,2.81,2.13,24.0,8.0,0.0,0.0,"López-Armenta, M.F., Nespeca, R. (2024).3D change detection for cultural heritage monitoring: Two case studies of underground sculptural reliefs. Digital Applications in Archaeology and Cultural Heritage,33",https://www.scopus.com/record/display.url?eid=2-s2.0-85188063423&origin=resultslist,10.1016/j.daach.2024.e00328,Article,Green,2-s2.0-85188063423,-,Marche Polytechnic University| Universidad Autónoma Metropolitana,321034| 505017,Academic,2.0,60014923| 60010210| 60031624,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Università Politecnica delle Marche,58945267800,56541578400,58945267800,-,Mexico| Italy,2.0,1204| 1706| 3302| 3314,Archeology (arts and humanities)| Computer Science Applications| Archeology| Anthropology,3| 1| 2,Social Sciences & Management| Arts & Humanities| Engineering & Technology,213| 212| 304| 105,Data Science| Computer Science & Information Systems| Anthropology| Archaeology,38| 40| 33,Computer Science| Social Sciences| Arts and Humanities,43| 40,"History, Heritage And Archaeology| Engineering",4302| 4301| 4013,"Heritage, archive and museum studies| Archaeology| Geomatic engineering",-,Integrating Remote Sensing for Environmental Monitoring,711,82.865,Digital Models in Cultural Heritage Preservation,1357,98.933,Definitive,2024.0,6.0,N/A,"López-Armenta, M.F.| Nespeca, R.",Marche Polytechnic University| Universidad Autónoma Metropolitana,Mexico| Italy,0
