Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58552186500,58552186500,"Construction of a regional identity through printed culture (Michoacán, 1824-1851)","Sosa Alanís, T.",1.0,58552186500,2019.0,2019-01-01,Rubrica Contemporanea,8,15,-,-,ISSN-20145748,21101021171.0,Journal,Universitat Autonoma de Barcelona,Spanish,-,-,-,-,-,-,0.0,0.0,0.0,0.0,1.53,82.0,75.0,0.0,0.0,"Sosa Alanís, T. (2019).Construction of a regional identity through printed culture (Michoacán, 1824-1851). Rubrica Contemporanea,8(15) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85168937683&origin=resultslist,10.5565/rev/rubrica.171,Article,Gold|Green,2-s2.0-85168937683,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,58552186500,58552186500,Mexico,1.0,1202,History,1,Arts & Humanities,126,History,33,Arts and Humanities,47| 50| 43,"Language, Communication And Culture| Philosophy And Religious Studies| History, Heritage And Archaeology",4303| 5004| 4701,Historical studies| Religious studies| Communication and media studies,-,-,-,-,-,-,-,-,2019.0,0.0,N/A,"Sosa Alanís, T.",Universidad Autónoma Metropolitana,Mexico,0
