Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58939683700,58939683700,Global stabilization of a bounded controlled system based on the Rössler system,"Martínez, H.| Solís-Daun, J.",2.0,58939683700| 6603342102,2024.0,2024-04-01,Journal of the Franklin Institute,361,6,-,106692,ISSN-00160032,27959.0,Journal,Elsevier Ltd,English,1.1,25,6.3,10,0.994,17,0.51,7.0,2.0,0.28,7.06,45.0,58.0,0.0,0.0,"Martínez, H., Solís-Daun, J. (2024).Global stabilization of a bounded controlled system based on the Rössler system. Journal of the Franklin Institute,361(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85187798502&origin=resultslist,10.1016/j.jfranklin.2024.106692,Article,,2-s2.0-85187798502,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,58939683700,6603342102,6603342102,-,Mexico,1.0,1705| 1711| 2207| 2604,Computer Networks and Communications| Signal Processing| Control and Systems Engineering| Applied Mathematics,2| 4,Engineering & Technology| Natural Sciences,431| 213| 212,Mathematics| Data Science| Computer Science & Information Systems,36| 37| 38,Engineering| Physical Sciences| Computer Science,40| 49,Engineering| Mathematical Sciences,4006| 4901,Communications engineering| Applied mathematics,-,Dynamics of Chaotic Systems and Synchronization,578,47.417,Adaptive Control Methods for Chaotic Systems Synchronization,1178,87.278,Definitive,2024.0,2.0,N/A,"Martínez, H.| Solís-Daun, J.",Universidad Autónoma Metropolitana,Mexico,0
