Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58637063000,58637063000,Traveling wave solutions of the generalized scale-invariant analog of the KdV equation by tanh-coth method,"González-Gaxiola, O.| Ruiz De Chávez, J.",2.0,56000797900| 58637063000,2023.0,2023-01-01,Nonlinear Engineering,12,1,-,-,ISSN-21928010,21100465416.0,Journal,Walter de Gruyter GmbH,English,0.87,35,6.2,16,0.423,38,0.49,11.0,5.0,0.44,11.47,38.0,52.0,0.0,0.0,"González-Gaxiola, O., Ruiz De Chávez, J. (2023).Traveling wave solutions of the generalized scale-invariant analog of the KdV equation by tanh-coth method. Nonlinear Engineering,12(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85173612558&origin=resultslist,10.1515/nleng-2022-0325,Article,Gold|Green,2-s2.0-85173612558,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60028381,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56000797900,58637063000,56000797900,-,Mexico,1.0,1500| 1705| 2200| 2611,General Chemical Engineering| Computer Networks and Communications| General Engineering| Modeling and Simulation,4| 2,Natural Sciences| Engineering & Technology,431| 219| 212,Mathematics| Engineering - Chemical| Computer Science & Information Systems,38| 36| 37,Computer Science| Engineering| Physical Sciences,40,Engineering,-,-,-,Soliton Solutions in Nonlinear Schrödinger Dynamics,551,79.922,Exact Solutions for Nonlinear Wave Equations,1280,94.53,Definitive,2023.0,5.0,N/A,"González-Gaxiola, O.| Ruiz De Chávez, J.",Universidad Autónoma Metropolitana,Mexico,0
