Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
54892103200,54892103200,Integration of Open Educational Resources Using Semantic Platform,"Duran, C.G.| Ramirez, C.M.",2.0,54892103200| 57226751445,2021.0,2021-01-01,IEEE Access,9,-,93079-93088,9464963,ISSN-21693536,21100374601.0,Journal,Institute of Electrical and Electronics Engineers Inc.,English,1.31,19,6.7,10,0.927,15,1.3,41.0,18.0,0.98,13.33,23.0,29.0,0.0,0.0,"Duran, C.G., Ramirez, C.M. (2021).Integration of Open Educational Resources Using Semantic Platform. IEEE Access,993079-93088",https://www.scopus.com/record/display.url?eid=2-s2.0-85111200190&origin=resultslist,10.1109/ACCESS.2021.3092315,Article,Gold|Green,2-s2.0-85111200190,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,54892103200,57226751445,54892103200,-,Mexico,1.0,1700| 2200| 2500,General Computer Science| General Engineering| General Materials Science,2,Engineering & Technology,433| 212,Materials Science| Computer Science & Information Systems,36| 38,Engineering| Computer Science,46| 40,Information And Computing Sciences| Engineering,-,-,SDG 4,Semantic Web Technologies for Enhanced Data Integration,94,49.509,Quality Assessment in Linked Data Management,40370,66.252,Defensible,2021.0,18.0,N/A,"Duran, C.G.| Ramirez, C.M.",Universidad Autónoma Metropolitana,Mexico,0
