Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55587820900,55587820900,From complex holomorphic systems to real systems,"Margalli, C.A.| Vergara, J.D.",2.0,55587820900| 22964781000,2020.0,2020-05-10,International Journal of Modern Physics A,35,13,-,2050065,ISSN-0217751X,28073.0,Journal,World Scientific Publishing Co. Pte Ltd,English,0.59,58,2.6,44,0.581,43,0.58,9.0,1.0,0.08,13.13,74.0,75.0,0.0,0.0,"Margalli, C.A., Vergara, J.D. (2020).From complex holomorphic systems to real systems. International Journal of Modern Physics A,35(13) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85085640629&origin=resultslist,10.1142/S0217751X20500657,Article,,2-s2.0-85085640629,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60007179| 60032442,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto de Ciencias Nucleares de la UNAM| Universidad Nacional Autónoma de México,55587820900,22964781000,55587820900,-,Mexico,1.0,3103| 3106| 3107,"Astronomy and Astrophysics| Nuclear and High Energy Physics| Atomic and Molecular Physics, and Optics",4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5106| 5101| 5107,Nuclear and plasma physics| Astronomical sciences| Particle and high energy physics,-,Interplay of Quantum Gravity and Conformal Field Theory,70,78.613,Gauge Theory Transformations and Quantum Symmetries,94549,5.993,Very Good,2020.0,1.0,N/A,"Margalli, C.A.| Vergara, J.D.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
