Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59159765900,59159765900,Grammatical Inference of Semantic Components in Dialogues,"Vázquez, A.| Pinto, D.| Lavalle, J.| Jiménez, H.E.| Nõ, D.V.",5.0,35759751300| 14833179900| 56039868700| 59159765900| 36241034500,2020.0,2020-01-01,Computacion y Sistemas,24,2,715-718,-,ISSN-14055546,21100223167.0,Journal,Instituto Politecnico Nacional,English,0.46,66,1,73,0.167,79,0.42,11.0,2.0,0.09,11.76,68.0,74.0,0.0,0.0,"Vázquez, A., Pinto, D., Lavalle, J. and 2 more (...) (2020).Grammatical Inference of Semantic Components in Dialogues. Computacion y Sistemas,24(2) 715-718",https://www.scopus.com/record/display.url?eid=2-s2.0-85090512733&origin=resultslist,10.13053/CyS-24-2-3404,Article,,2-s2.0-85090512733,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,125094600| 60014923,Beneḿ Erita Universidad Aut &acute;onoma de Puebla| Universidad Autónoma Metropolitana,35759751300,36241034500,35759751300,-,Mexico,1.0,1700,General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,4605| 4602| 4603,Data management and data science| Artificial intelligence| Computer vision and multimedia computation,-,Formal Verification and Automata Theory Innovations,154,37.083,Grammatical Inference and Language Learning Models,20095,41.456,Definitive,2020.0,2.0,N/A,"Vázquez, A.| Pinto, D.| Lavalle, J.| Jiménez, H.E.| Nõ, D.V.",Universidad Autónoma Metropolitana,Mexico,0
