Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57202778433,57202778433,TOWARDS A TRADE UNION ELECTORAL RIGHT,"Reynoso Castillo, C.",1.0,57202778433,2022.0,2022-07-01,Revista Latinoamericana de Derecho Social,35,-,333-362,-,ISSN-18704670,21100837220.0,Journal,"Universidad Nacional Autonoma de Mexico, Instituto de Astronomia",Spanish,0.41,70,0.5,65,0.137,71,0.86,17.0,0.0,0.0,4.21,81.0,80.0,0.0,0.0,"Reynoso Castillo, C. (2022).TOWARDS A TRADE UNION ELECTORAL RIGHT. Revista Latinoamericana de Derecho Social,35333-362",https://www.scopus.com/record/display.url?eid=2-s2.0-85148076276&origin=resultslist,10.22201/iij.24487899e.2022.35.17281,Article,Gold|Green,2-s2.0-85148076276,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 124905802| 129184048,Universidad Autónoma Metropolitana| UNAM| Instituto Internacional de Estudios Laborales,-,-,57202778433,57202778433,Mexico| Swaziland,2.0,3308,Law,3,Social Sciences & Management,328,Law and Legal Studies,42,Law,44| 48,Human Society| Law And Legal Studies,4803| 4404| 4407,International and comparative law| Development studies| Policy and administration,SDG 8| SDG 16,Democracy and Marxism in Social Transformation,1187,21.125,Social Dynamics of Labor and Basic Income,22828,15.185,Other,2022.0,0.0,N/A,"Reynoso Castillo, C.",Universidad Autónoma Metropolitana,Mexico| Swaziland,0
