Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218100997,57218100997,A look at teacher training in Colombia: The utopia of emotional training,"Chica, O.C.| Sánchez, J.O.| Pacheco, A.A.",3.0,57218107205| 56431799900| 57218100997,2020.0,2020-01-01,Utopia y Praxis Latinoamericana,25,4,283-296,-,ISSN-13165216,5700164382.0,Journal,Universidad del Zulia,Spanish,0.65,54,-,-,-,-,10.7,238.0,3.0,0.23,4.35,62.0,63.0,0.0,0.0,"Chica, O.C., Sánchez, J.O., Pacheco, A.A. (2020).A look at teacher training in Colombia: The utopia of emotional training. Utopia y Praxis Latinoamericana,25(4) 283-296",https://www.scopus.com/record/display.url?eid=2-s2.0-85087884307&origin=resultslist,10.5281/zenodo.3931081,Article,,2-s2.0-85087884307,-,Universidad Autónoma Metropolitana| Universidad del Magdalena,505017| 708550,Academic,2.0,60064735| 60014923,Universidad del Magdalena| Universidad Autónoma Metropolitana,57218107205,57218100997,-,-,Mexico| Colombia,2.0,1207| 1211| 3312| 3320,History and Philosophy of Science| Philosophy| Sociology and Political Science| Political Science and International Relations,1| 3,Arts & Humanities| Social Sciences & Management,138| 342| 126| 340,Philosophy| Sociology| History| Politics & International Studies,33| 40,Arts and Humanities| Social Sciences,50,Philosophy And Religious Studies,5003,Philosophy,-,Emotional Intelligence and Career Adaptability Insights,1252,64.748,Emotional Intelligence and Educational Competence Development,60578,65.128,Defensible,2020.0,3.0,N/A,"Chica, O.C.| Sánchez, J.O.| Pacheco, A.A.",Universidad Autónoma Metropolitana| Universidad del Magdalena,Mexico| Colombia,0
