Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57211866071,57211866071,Noise in the city. Acustic pollution and the walkable city,"Cohen, M.A.| Castillo, O.S.",2.0,57211866071| 57194851798,2017.0,2017-01-01,Estudios Demograficos y Urbanos,32,1,65-96,-,ISSN-01867210,26808.0,Journal,"Colegio de Mexico, A.C., Departamento de Publicaciones",Spanish,0.6,56,0.2,81,0.14,70,5.82,445.0,13.0,0.61,6.53,36.0,42.0,0.0,0.0,"Cohen, M.A., Castillo, O.S. (2017).Noise in the city. Acustic pollution and the walkable city. Estudios Demograficos y Urbanos,32(1) 65-96",https://www.scopus.com/record/display.url?eid=2-s2.0-85023596876&origin=resultslist,-,Article,,2-s2.0-85023596876,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 118816269,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Temas Ambientales,57211866071,57194851798,-,-,Mexico,1.0,3317| 3322,Demography| Urban Studies,3,Social Sciences & Management,425| 106| 342,Geography| Architecture| Sociology,40,Social Sciences,38| 44,Economics| Human Society,3801| 3899| 4403,Applied economics| Other economics| Demography,SDG 11,Machine Learning Applications in Transport and Commerce,518,93.918,Sustainable Port Development and Environmental Management,18404,92.282,Very Good,2017.0,13.0,N/A,"Cohen, M.A.| Castillo, O.S.",Universidad Autónoma Metropolitana,Mexico,0
