Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57195360860,57195360860,"Systemic perception of public safety as a human right in undergraduate students. The case of the Faculty of Political and Social Sciences, UAEMex","Ortiz, F.G.| Hurtado, I.A.",2.0,57195360860| 58763158300,2023.0,2023-11-30,Nuevo Derecho,19,33,-,-,ISSN-20114540,21101192682.0,Journal,University Institution of Envigado,Spanish,0.01,96,0,99,-,-,2.93,65.0,0.0,0.0,4.72,77.0,77.0,0.0,0.0,"Ortiz, F.G., Hurtado, I.A. (2023).Systemic perception of public safety as a human right in undergraduate students. The case of the Faculty of Political and Social Sciences, UAEMex. Nuevo Derecho,19(33) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85179738571&origin=resultslist,10.25057/2500672X.1532,Article,Gold|Green,2-s2.0-85179738571,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,57195360860,58763158300,-,-,Mexico,1.0,3301| 3308,Social Sciences (miscellaneous)| Law,3,Social Sciences & Management,328,Law and Legal Studies,40| 42,Social Sciences| Law,-,-,-,-,SDG 16,Intimate Partner Violence and Its Impacts,478,79.791,Femicide and Gender-Based Violence Dynamics,28609,74.519,Defensible,2023.0,0.0,N/A,"Ortiz, F.G.| Hurtado, I.A.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
