Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55931703300,55931703300,Covid-19 and gender: differential effects of the pandemic on a university community,"Castañeda, C.I.| Ballestas, I.P.| Rodríguez, L.G.",3.0,57222344121| 57222337586| 55931703300,2021.0,2021-01-01,Revista Mexicana de Sociologia,83,-,169-196,-,ISSN-01882503,17356.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.96,34,0.5,68,0.169,68,3.0,66.0,11.0,1.3,7.69,34.0,22.0,0.0,0.0,"Castañeda, C.I., Ballestas, I.P., Rodríguez, L.G. (2021).Covid-19 and gender: differential effects of the pandemic on a university community. Revista Mexicana de Sociologia,83169-196",https://www.scopus.com/record/display.url?eid=2-s2.0-85102337450&origin=resultslist,-,Article,,2-s2.0-85102337450,-,Instituto Nacional de Geriatría| Universidad Autónoma Metropolitana| Hospital General de Mexico,714711| 505017| 505032,Other| Medical| Academic,3.0,60015684| 60010210| 60108388,Hospital General de Mexico| Universidad Autónoma Metropolitana Unidad Xochimilco| Instituto Nacional de Geriatría,57222344121,55931703300,-,-,Mexico,1.0,3301| 3312,Social Sciences (miscellaneous)| Sociology and Political Science,3,Social Sciences & Management,342,Sociology,40,Social Sciences,44,Human Society,4404| 4410| 4401,Development studies| Sociology| Anthropology,-,"COVID-19, Its Impact, and Vaccination",1,99.935,Antibody Responses and Seroprevalence in COVID-19,1915,97.639,Defensible,2021.0,11.0,N/A,"Castañeda, C.I.| Ballestas, I.P.| Rodríguez, L.G.",Instituto Nacional de Geriatría| Universidad Autónoma Metropolitana| Hospital General de Mexico,Mexico,0
