Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57131007500,57131007500,Simultaneous oxidation of ammonium and cresol isomers in a sequencing batch reactor: physiological and kinetic study,"Salas-Cortés, J.A.| Cuervo-López, F.M.| Texier, A.-C.",3.0,57131007500| 26649394800| 55995939300,2017.0,2017-11-01,Environmental Science and Pollution Research,24,33,25667-25675,-,ISSN-09441344,23918.0,Journal,Springer Verlag,English,0.98,30,4.2,25,0.858,27,0.33,20.0,8.0,0.22,13.6,46.0,62.0,0.0,0.0,"Salas-Cortés, J.A., Cuervo-López, F.M., Texier, A.-C. (2017).Simultaneous oxidation of ammonium and cresol isomers in a sequencing batch reactor: physiological and kinetic study. Environmental Science and Pollution Research,24(33) 25667-25675",https://www.scopus.com/record/display.url?eid=2-s2.0-84958746892&origin=resultslist,10.1007/s11356-016-6293-1,Article,,2-s2.0-84958746892,26894615,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57131007500,55995939300,55995939300,-,Mexico,1.0,2304| 2307| 2310,"Environmental Chemistry| Health, Toxicology and Mutagenesis| Pollution",2| 5| 3| 4,Engineering & Technology| Life Sciences & Medicine| Social Sciences & Management| Natural Sciences,424| 249,Environmental Sciences| Engineering - Petroleum,37| 34,Physical Sciences| Medical and Health,MD,Multidisciplinary,MD,Multidisciplinary,SDG 6| SDG 12,"Biogas, Biochar, and Microbial Fuel Cells",69,98.954,Anaerobic Phenol Degradation in Bioreactors,73797,39.494,Very Good,2017.0,8.0,N/A,"Salas-Cortés, J.A.| Cuervo-López, F.M.| Texier, A.-C.",Universidad Autónoma Metropolitana,Mexico,0
