Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57203621528,57203621528,"Effects of crowding and water restriction stress on creole goat reproduction in the Oaxacan Sierra Mixteca, Mexico","Díaz Pacheco, M.| Vargas Romero, J.| Rojas-Maya, S.| Retana-Márquez, S.",4.0,57203621528| 57194481948| 6508047005| 55989788400,2018.0,2018-12-01,Reproduction in Domestic Animals,53,6,1386-1395,-,ISSN-09366768,18850.0,Journal,Blackwell Publishing Ltd,English,1.03,29,2.3,31,0.637,26,1.21,33.0,3.0,0.0,8.66,63.0,74.0,0.0,0.0,"Díaz Pacheco, M., Vargas Romero, J., Rojas-Maya, S. and 1 more (...) (2018).Effects of crowding and water restriction stress on creole goat reproduction in the Oaxacan Sierra Mixteca, Mexico. Reproduction in Domestic Animals,53(6) 1386-1395",https://www.scopus.com/record/display.url?eid=2-s2.0-85052435515&origin=resultslist,10.1111/rda.13267,Article,,2-s2.0-85052435515,30091483,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60028381| 60032442,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,57203621528,55989788400,55989788400,-,Mexico,1.0,1103| 1305| 1310,Animal Science and Zoology| Biotechnology| Endocrinology,5,Life Sciences & Medicine,502| 507,Agriculture & Forestry| Biological Sciences,34| 32,Medical and Health| Life Sciences,31,Biological Sciences,3109,Zoology,-,Genetic Diversity and Evolutionary Insights Across Species,10,80.706,Genetic Diversity and Breeding of Goat Populations,33123,67.916,Definitive,2018.0,3.0,N/A,"Díaz Pacheco, M.| Vargas Romero, J.| Rojas-Maya, S.| Retana-Márquez, S.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
